id,action_id,action_type,cluster_name,agent_name,status,progress_percentage,steps,metadata,started_at,completed_at,created_at,updated_at
775,act-6eb5c74d,restart_pod,prod-use2-eks,worker-staging-use2-eks-04,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-61d1d17-0014f"",""namespace"":""search"",""reason"":""healthy""}",2026-05-27 23:44:56,,2026-05-27 23:44:56,2026-06-23 12:00:00
776,act-104d1b8a,rollback_deploy,prod-usw2-eks,worker-staging-use2-eks-03,failed,69,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""indexer-6c1eb29-ca471"",""namespace"":""search"",""reason"":""healthy""}",2026-06-20 02:58:23,,2026-06-20 02:58:23,2026-06-23 12:00:00
777,act-58cf67b7,scale_deployment,dr-use1-eks,worker-dr-use1-eks-01,failed,29,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""notifications-b036879-82982"",""namespace"":""notifications"",""reason"":""oom_crashloop""}",2026-05-31 09:30:19,,2026-05-31 09:30:19,2026-06-23 12:00:00
778,act-2f1d7952,cordon_node,prod-use2-eks,cluster_manager-prod-use2-eks-00,running,74,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-1271443-2f040"",""namespace"":""search"",""reason"":""healthy""}",2026-06-07 19:23:41,,2026-06-07 19:23:41,2026-06-23 12:00:00
779,act-23396d46,scale_deployment,prod-use2-eks,worker-prod-use2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""ledger-svc-1232e29-49ea1"",""namespace"":""ledger"",""reason"":""healthy""}",2026-06-05 00:18:25,2026-06-05 00:33:25,2026-06-05 00:18:25,2026-06-23 12:00:00
780,act-2067f097,cordon_node,prod-use2-eks,worker-prod-use2-eks-04,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""inventory-svc-3e28589-98330"",""namespace"":""inventory"",""reason"":""healthy""}",2026-06-07 02:20:53,2026-06-07 02:23:53,2026-06-07 02:20:53,2026-06-23 12:00:00
781,act-d5afab04,increase_memory_limit,prod-use2-eks,worker-prod-use2-eks-02,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-worker-bff7264-02c23"",""namespace"":""payments"",""reason"":""healthy""}",2026-06-06 10:54:21,2026-06-06 10:59:21,2026-06-06 10:54:21,2026-06-23 12:00:00
782,act-7409209a,cordon_node,prod-usw2-eks,worker-prod-usw2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-api-6c2b997-3e07d"",""namespace"":""payments"",""reason"":""healthy""}",2026-06-02 05:43:37,2026-06-02 06:02:37,2026-06-02 05:43:37,2026-06-23 12:00:00
783,act-a4e56c84,cordon_node,prod-use2-eks,cluster_manager-prod-use2-eks-00,failed,83,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""ledger-svc-204e643-7d23b"",""namespace"":""ledger"",""reason"":""cpu_throttle""}",2026-06-02 14:54:01,,2026-06-02 14:54:01,2026-06-23 12:00:00
784,act-10c80f42,rollback_deploy,staging-use2-eks,worker-prod-use2-eks-02,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""config-svc-929cd33-16be4"",""namespace"":""platform"",""reason"":""disk_pressure""}",2026-06-22 09:42:30,2026-06-22 09:50:30,2026-06-22 09:42:30,2026-06-23 12:00:00
785,act-6c3546df,cordon_node,prod-usw2-eks,worker-prod-use2-eks-05,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""search-api-a47d446-4ffe2"",""namespace"":""search"",""reason"":""disk_pressure""}",2026-05-27 20:21:28,2026-05-27 20:22:28,2026-05-27 20:21:28,2026-06-23 12:00:00
786,act-d19bdf39,scale_deployment,prod-use2-eks,cluster_manager-prod-use2-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-api-7f89525-97cdd"",""namespace"":""orders"",""reason"":""memory_leak""}",2026-06-16 07:46:39,,2026-06-16 07:46:39,2026-06-23 12:00:00
787,act-5b840aa7,scale_deployment,prod-use2-eks,worker-prod-use2-eks-04,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-api-1ce3577-591ac"",""namespace"":""payments"",""reason"":""memory_leak""}",2026-06-06 04:27:47,2026-06-06 04:40:47,2026-06-06 04:27:47,2026-06-23 12:00:00
788,act-3782173f,drain_node,staging-use2-eks,worker-prod-use2-eks-05,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""coredns-b16ea15-07544"",""namespace"":""kube-system"",""reason"":""healthy""}",2026-06-20 12:04:56,2026-06-20 12:19:56,2026-06-20 12:04:56,2026-06-23 12:00:00
789,act-b61dbdd8,drain_node,prod-usw2-eks,worker-prod-use2-eks-02,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-8352074-5b766"",""namespace"":""search"",""reason"":""disk_pressure""}",2026-05-24 19:34:00,,2026-05-24 19:34:00,2026-06-23 12:00:00
790,act-6f7cd33c,scale_deployment,dr-use1-eks,cluster_manager-prod-usw2-eks-00,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-4263246-52f3a"",""namespace"":""checkout"",""reason"":""memory_leak""}",2026-05-28 04:47:37,,2026-05-28 04:47:37,2026-06-23 12:00:00
791,act-ba1f3858,cordon_node,prod-use2-eks,worker-dr-use1-eks-03,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""coredns-e513a45-fb7bf"",""namespace"":""kube-system"",""reason"":""disk_pressure""}",2026-06-09 21:07:54,2026-06-09 21:19:54,2026-06-09 21:07:54,2026-06-23 12:00:00
792,act-5dd8a8aa,increase_memory_limit,prod-usw2-eks,worker-staging-use2-eks-04,running,22,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-d4d3364-aac01"",""namespace"":""identity"",""reason"":""healthy""}",2026-05-28 13:05:42,,2026-05-28 13:05:42,2026-06-23 12:00:00
793,act-4bdd776d,scale_deployment,prod-use2-eks,worker-prod-use2-eks-03,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""coredns-47d4438-c55d7"",""namespace"":""kube-system"",""reason"":""disk_pressure""}",2026-05-31 01:53:36,2026-05-31 02:13:36,2026-05-31 01:53:36,2026-06-23 12:00:00
794,act-7e72d28c,scale_deployment,prod-use2-eks,strategist-dr-use1-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""auth-gateway-9bddb17-f3d59"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-22 02:25:47,2026-06-22 02:45:47,2026-06-22 02:25:47,2026-06-23 12:00:00
795,act-fbd3529e,drain_node,prod-usw2-eks,cluster_manager-staging-use2-eks-01,running,44,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-d4d3364-aac01"",""namespace"":""identity"",""reason"":""healthy""}",2026-05-26 11:50:54,,2026-05-26 11:50:54,2026-06-23 12:00:00
796,act-e4a548a3,drain_node,dr-use1-eks,cluster_manager-staging-use2-eks-00,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-d416b43-7cb20"",""namespace"":""search"",""reason"":""disk_pressure""}",2026-06-10 09:26:01,,2026-06-10 09:26:01,2026-06-23 12:00:00
797,act-c2bd2833,increase_memory_limit,prod-use2-eks,strategist-prod-use2-eks-00,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-ec6b034-0575b"",""namespace"":""identity"",""reason"":""healthy""}",2026-05-25 10:39:58,,2026-05-25 10:39:58,2026-06-23 12:00:00
798,act-435df4b9,rollback_deploy,prod-usw2-eks,worker-dr-use1-eks-03,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""orders-worker-0696c96-a62c8"",""namespace"":""orders"",""reason"":""healthy""}",2026-06-14 05:59:23,2026-06-14 06:19:23,2026-06-14 05:59:23,2026-06-23 12:00:00
799,act-fb837c0e,scale_deployment,prod-use2-eks,worker-prod-usw2-eks-02,running,64,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""inventory-svc-3e28589-98330"",""namespace"":""inventory"",""reason"":""healthy""}",2026-06-18 06:38:31,,2026-06-18 06:38:31,2026-06-23 12:00:00
800,act-5d072cfe,cordon_node,prod-usw2-eks,worker-prod-usw2-eks-00,failed,63,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-worker-0696c96-a62c8"",""namespace"":""orders"",""reason"":""healthy""}",2026-06-10 17:28:50,,2026-06-10 17:28:50,2026-06-23 12:00:00
801,act-e2906818,scale_deployment,prod-usw2-eks,worker-dr-use1-eks-05,failed,50,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-f628153-c1833"",""namespace"":""checkout"",""reason"":""healthy""}",2026-06-20 22:11:27,,2026-06-20 22:11:27,2026-06-23 12:00:00
802,act-fce74576,increase_memory_limit,dr-use1-eks,worker-dr-use1-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-api-8330e48-f22f4"",""namespace"":""orders"",""reason"":""network_latency""}",2026-06-01 03:47:22,,2026-06-01 03:47:22,2026-06-23 12:00:00
803,act-34b421c4,drain_node,prod-use2-eks,worker-staging-use2-eks-00,running,28,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-bf1d422-2018d"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-20 07:38:51,,2026-06-20 07:38:51,2026-06-23 12:00:00
804,act-db36f9ab,cordon_node,prod-usw2-eks,worker-prod-usw2-eks-02,running,63,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-f628153-c1833"",""namespace"":""checkout"",""reason"":""healthy""}",2026-06-08 01:32:45,,2026-06-08 01:32:45,2026-06-23 12:00:00
805,act-e16e1ea8,rollback_deploy,prod-use2-eks,worker-staging-use2-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""indexer-b07f520-eaf04"",""namespace"":""search"",""reason"":""healthy""}",2026-06-05 16:47:59,,2026-06-05 16:47:59,2026-06-23 12:00:00
806,act-2e007109,drain_node,dr-use1-eks,cluster_manager-prod-usw2-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""inventory-svc-4ccbe67-9cbde"",""namespace"":""inventory"",""reason"":""healthy""}",2026-06-04 14:07:35,,2026-06-04 14:07:35,2026-06-23 12:00:00
807,act-e22c8abc,rollback_deploy,prod-use2-eks,cluster_manager-dr-use1-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""recommendation-e5d5555-c6e9b"",""namespace"":""search"",""reason"":""healthy""}",2026-06-11 22:11:34,2026-06-11 22:14:34,2026-06-11 22:11:34,2026-06-23 12:00:00
808,act-463f4a87,cordon_node,prod-use2-eks,worker-staging-use2-eks-05,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""ledger-svc-204e643-7d23b"",""namespace"":""ledger"",""reason"":""cpu_throttle""}",2026-06-04 18:30:27,2026-06-04 18:32:27,2026-06-04 18:30:27,2026-06-23 12:00:00
809,act-2794f3a1,increase_memory_limit,prod-usw2-eks,strategist-prod-usw2-eks-00,failed,53,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-ebb2b70-575e4"",""namespace"":""identity"",""reason"":""healthy""}",2026-05-28 14:37:17,,2026-05-28 14:37:17,2026-06-23 12:00:00
810,act-e41770ad,increase_memory_limit,prod-usw2-eks,worker-dr-use1-eks-02,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""session-store-28ebc77-cf7c8"",""namespace"":""identity"",""reason"":""disk_pressure""}",2026-05-29 17:33:08,2026-05-29 17:51:08,2026-05-29 17:33:08,2026-06-23 12:00:00
811,act-1b37f58a,increase_memory_limit,dr-use1-eks,worker-dr-use1-eks-04,running,50,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""indexer-6af7422-f66fc"",""namespace"":""search"",""reason"":""node_pressure""}",2026-05-27 01:52:38,,2026-05-27 01:52:38,2026-06-23 12:00:00
812,act-efb446a8,drain_node,dr-use1-eks,cluster_manager-dr-use1-eks-00,running,34,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-4263246-52f3a"",""namespace"":""checkout"",""reason"":""memory_leak""}",2026-06-18 17:20:14,,2026-06-18 17:20:14,2026-06-23 12:00:00
813,act-0c667af5,increase_memory_limit,dr-use1-eks,worker-dr-use1-eks-05,running,84,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""indexer-6af7422-f66fc"",""namespace"":""search"",""reason"":""node_pressure""}",2026-06-20 21:34:09,,2026-06-20 21:34:09,2026-06-23 12:00:00
814,act-a1893458,rollback_deploy,staging-use2-eks,cluster_manager-dr-use1-eks-00,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""coredns-b16ea15-07544"",""namespace"":""kube-system"",""reason"":""healthy""}",2026-06-11 22:44:10,,2026-06-11 22:44:10,2026-06-23 12:00:00
815,act-58ce8d71,cordon_node,prod-use2-eks,cluster_manager-prod-use2-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-worker-06e2683-7270e"",""namespace"":""orders"",""reason"":""healthy""}",2026-05-30 18:16:40,,2026-05-30 18:16:40,2026-06-23 12:00:00
816,act-f9f14dad,increase_memory_limit,staging-use2-eks,worker-staging-use2-eks-03,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""search-api-1605640-8abaf"",""namespace"":""search"",""reason"":""network_latency""}",2026-05-27 05:32:39,2026-05-27 05:42:39,2026-05-27 05:32:39,2026-06-23 12:00:00
817,act-11973b2e,rollback_deploy,staging-use2-eks,strategist-prod-use2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""checkout-web-aca9086-f5fe6"",""namespace"":""checkout"",""reason"":""node_pressure""}",2026-06-16 22:49:33,2026-06-16 22:59:33,2026-06-16 22:49:33,2026-06-23 12:00:00
818,act-db234e3f,rollback_deploy,prod-usw2-eks,worker-staging-use2-eks-02,failed,79,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""metrics-server-6162d13-d4a14"",""namespace"":""kube-system"",""reason"":""node_pressure""}",2026-06-10 01:49:14,,2026-06-10 01:49:14,2026-06-23 12:00:00
819,act-1b06466d,scale_deployment,prod-usw2-eks,worker-dr-use1-eks-04,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""config-svc-d193d56-68bd9"",""namespace"":""platform"",""reason"":""healthy""}",2026-06-04 14:52:24,,2026-06-04 14:52:24,2026-06-23 12:00:00
820,act-31a074ec,restart_pod,prod-usw2-eks,strategist-prod-use2-eks-00,failed,84,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""payments-api-1e23165-1e35b"",""namespace"":""payments"",""reason"":""memory_leak""}",2026-06-20 19:43:33,,2026-06-20 19:43:33,2026-06-23 12:00:00
821,act-89f697d8,drain_node,prod-usw2-eks,worker-dr-use1-eks-05,running,71,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""session-store-d825e25-14f9f"",""namespace"":""identity"",""reason"":""disk_pressure""}",2026-06-11 01:29:14,,2026-06-11 01:29:14,2026-06-23 12:00:00
822,act-383805f0,scale_deployment,prod-usw2-eks,worker-staging-use2-eks-04,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-worker-b907131-2627d"",""namespace"":""orders"",""reason"":""disk_pressure""}",2026-06-13 01:50:10,,2026-06-13 01:50:10,2026-06-23 12:00:00
823,act-e9a9e2a2,restart_pod,prod-usw2-eks,worker-dr-use1-eks-03,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-api-cbca488-26609"",""namespace"":""orders"",""reason"":""oom_crashloop""}",2026-05-28 03:38:37,,2026-05-28 03:38:37,2026-06-23 12:00:00
824,act-46dd04e7,increase_memory_limit,prod-usw2-eks,worker-dr-use1-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""coredns-37f1521-4cd3d"",""namespace"":""kube-system"",""reason"":""network_latency""}",2026-06-02 02:42:57,2026-06-02 02:59:57,2026-06-02 02:42:57,2026-06-23 12:00:00
825,act-6ce14726,restart_pod,prod-usw2-eks,worker-prod-use2-eks-05,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""payments-api-1e23165-1e35b"",""namespace"":""payments"",""reason"":""memory_leak""}",2026-06-12 19:41:20,,2026-06-12 19:41:20,2026-06-23 12:00:00
826,act-429e5c30,scale_deployment,prod-use2-eks,cluster_manager-prod-usw2-eks-00,running,46,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-c343d41-6a8d2"",""namespace"":""checkout"",""reason"":""oom_crashloop""}",2026-06-06 22:03:41,,2026-06-06 22:03:41,2026-06-23 12:00:00
827,act-996d6513,rollback_deploy,prod-usw2-eks,cluster_manager-staging-use2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""search-api-a47d446-4ffe2"",""namespace"":""search"",""reason"":""disk_pressure""}",2026-05-30 01:02:23,2026-05-30 01:17:23,2026-05-30 01:02:23,2026-06-23 12:00:00
828,act-a8769a8d,drain_node,staging-use2-eks,cluster_manager-staging-use2-eks-00,failed,34,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-2b77739-52fdd"",""namespace"":""checkout"",""reason"":""node_pressure""}",2026-06-06 15:51:37,,2026-06-06 15:51:37,2026-06-23 12:00:00
829,act-c791f47f,rollback_deploy,prod-usw2-eks,cluster_manager-prod-usw2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""indexer-b957537-8aa20"",""namespace"":""search"",""reason"":""healthy""}",2026-06-04 16:33:43,2026-06-04 16:39:43,2026-06-04 16:33:43,2026-06-23 12:00:00
830,act-b4c57f7e,rollback_deploy,staging-use2-eks,cluster_manager-staging-use2-eks-00,running,49,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""coredns-b16ea15-07544"",""namespace"":""kube-system"",""reason"":""healthy""}",2026-06-18 05:11:52,,2026-06-18 05:11:52,2026-06-23 12:00:00
831,act-fdfec6d9,increase_memory_limit,prod-usw2-eks,worker-prod-usw2-eks-04,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""payments-api-1e23165-1e35b"",""namespace"":""payments"",""reason"":""memory_leak""}",2026-05-25 01:08:19,,2026-05-25 01:08:19,2026-06-23 12:00:00
832,act-1cf23074,restart_pod,prod-use2-eks,worker-staging-use2-eks-04,running,73,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""session-store-4732511-0dba8"",""namespace"":""identity"",""reason"":""memory_leak""}",2026-06-04 02:58:32,,2026-06-04 02:58:32,2026-06-23 12:00:00
833,act-c8e5d89f,rollback_deploy,prod-use2-eks,cluster_manager-staging-use2-eks-01,failed,54,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""notifications-c882a21-88bb7"",""namespace"":""notifications"",""reason"":""healthy""}",2026-06-18 00:36:11,,2026-06-18 00:36:11,2026-06-23 12:00:00
834,act-e4986253,drain_node,prod-use2-eks,worker-dr-use1-eks-02,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""session-store-1ac5266-1ca26"",""namespace"":""identity"",""reason"":""memory_leak""}",2026-06-07 18:27:03,2026-06-07 18:42:03,2026-06-07 18:27:03,2026-06-23 12:00:00
835,act-46d787ff,cordon_node,prod-use2-eks,cluster_manager-prod-use2-eks-00,running,10,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""cart-svc-527eb80-045c0"",""namespace"":""checkout"",""reason"":""memory_leak""}",2026-06-20 00:49:13,,2026-06-20 00:49:13,2026-06-23 12:00:00
836,act-ceb4e22f,scale_deployment,prod-use2-eks,worker-staging-use2-eks-01,failed,86,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""recommendation-e5d5555-c6e9b"",""namespace"":""search"",""reason"":""healthy""}",2026-06-16 10:01:26,,2026-06-16 10:01:26,2026-06-23 12:00:00
837,act-7e293140,increase_memory_limit,prod-use2-eks,strategist-prod-usw2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""ledger-svc-204e643-7d23b"",""namespace"":""ledger"",""reason"":""cpu_throttle""}",2026-06-14 10:54:08,2026-06-14 11:14:08,2026-06-14 10:54:08,2026-06-23 12:00:00
838,act-3733f43f,rollback_deploy,dr-use1-eks,cluster_manager-prod-use2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""search-api-d416b43-7cb20"",""namespace"":""search"",""reason"":""disk_pressure""}",2026-06-22 04:53:28,2026-06-22 04:59:28,2026-06-22 04:53:28,2026-06-23 12:00:00
839,act-23009c35,drain_node,prod-usw2-eks,worker-staging-use2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""image-resizer-9683178-b7560"",""namespace"":""platform"",""reason"":""healthy""}",2026-06-08 17:44:41,2026-06-08 17:58:41,2026-06-08 17:44:41,2026-06-23 12:00:00
840,act-370d98a4,cordon_node,staging-use2-eks,worker-dr-use1-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-api-dde4d16-a3d09"",""namespace"":""payments"",""reason"":""healthy""}",2026-06-07 09:07:12,2026-06-07 09:20:12,2026-06-07 09:07:12,2026-06-23 12:00:00
841,act-669d58f0,rollback_deploy,prod-usw2-eks,cluster_manager-prod-usw2-eks-00,failed,63,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""recommendation-87e3198-026ea"",""namespace"":""search"",""reason"":""healthy""}",2026-05-29 20:51:53,,2026-05-29 20:51:53,2026-06-23 12:00:00
