cache_key,cache_value,created_at,expires_at
mc:prod-use2-eks:orders:orders-worker-6ee3345-b0d20:go_gc_duration_seconds,"{""value"":14088.17,""ts"":""2026-06-23 10:23:16""}",2026-06-23 10:23:16,2026-06-23 10:28:16
mc:prod-usw2-eks:search:search-api-a47d446-4ffe2:container_memory_rss,"{""value"":18431.49,""ts"":""2026-06-23 11:12:49""}",2026-06-23 11:12:49,2026-06-23 11:17:49
mc:prod-usw2-eks:checkout:cart-svc-882ca58-64a75:container_memory_rss,"{""value"":63791.65,""ts"":""2026-06-23 08:21:58""}",2026-06-23 08:21:58,2026-06-23 08:26:58
mc:prod-use2-eks:orders:orders-worker-6ee3345-b0d20:go_gc_duration_seconds,"{""value"":48238.32,""ts"":""2026-06-23 09:42:34""}",2026-06-23 09:42:34,2026-06-23 09:47:34
mc:prod-usw2-eks:search:indexer-b957537-8aa20:http_requests_total,"{""value"":75056.51,""ts"":""2026-06-23 07:32:22""}",2026-06-23 07:32:22,2026-06-23 07:37:22
mc:prod-usw2-eks:identity:auth-gateway-d4d3364-aac01:process_open_fds,"{""value"":13999.16,""ts"":""2026-06-23 08:14:09""}",2026-06-23 08:14:09,2026-06-23 08:19:09
mc:prod-usw2-eks:payments:payments-worker-bbc0947-0aa1a:container_memory_rss,"{""value"":97473.58,""ts"":""2026-06-23 07:35:10""}",2026-06-23 07:35:10,2026-06-23 07:40:10
mc:prod-usw2-eks:identity:auth-gateway-7d2aa28-56f78:container_fs_usage_bytes,"{""value"":9446.56,""ts"":""2026-06-23 07:04:32""}",2026-06-23 07:04:32,2026-06-23 07:09:32
mc:prod-use2-eks:platform:image-resizer-7bb3c89-50e74:process_open_fds,"{""value"":618.72,""ts"":""2026-06-23 06:13:59""}",2026-06-23 06:13:59,2026-06-23 06:18:59
mc:prod-usw2-eks:payments:payments-worker-bbc0947-0aa1a:container_memory_working_set_bytes,"{""value"":36158.58,""ts"":""2026-06-23 09:28:09""}",2026-06-23 09:28:09,2026-06-23 09:33:09
mc:prod-use2-eks:orders:orders-api-bfb2f93-32ad3:container_network_receive_bytes_total,"{""value"":31606.73,""ts"":""2026-06-23 11:31:26""}",2026-06-23 11:31:26,2026-06-23 11:36:26
mc:prod-use2-eks:search:recommendation-c460126-52814:process_open_fds,"{""value"":49125.61,""ts"":""2026-06-23 10:02:24""}",2026-06-23 10:02:24,2026-06-23 10:07:24
mc:prod-usw2-eks:orders:orders-api-21c5d48-15186:container_memory_working_set_bytes,"{""value"":63181.85,""ts"":""2026-06-23 09:30:28""}",2026-06-23 09:30:28,2026-06-23 09:35:28
mc:prod-use2-eks:checkout:cart-svc-51c2594-4d271:http_request_duration_ms,"{""value"":33377.23,""ts"":""2026-06-23 07:32:25""}",2026-06-23 07:32:25,2026-06-23 07:37:25
mc:prod-use2-eks:platform:image-resizer-7bb3c89-50e74:container_memory_working_set_bytes,"{""value"":63073.77,""ts"":""2026-06-23 11:52:06""}",2026-06-23 11:52:06,2026-06-23 11:57:06
mc:prod-use2-eks:orders:orders-api-7f89525-97cdd:http_request_duration_ms,"{""value"":70967.45,""ts"":""2026-06-23 09:10:12""}",2026-06-23 09:10:12,2026-06-23 09:15:12
mc:staging-use2-eks:payments:payments-api-dde4d16-a3d09:container_cpu_usage_seconds_total,"{""value"":69429.03,""ts"":""2026-06-23 06:13:37""}",2026-06-23 06:13:37,2026-06-23 06:18:37
mc:dr-use1-eks:checkout:checkout-web-4263246-52f3a:container_network_receive_bytes_total,"{""value"":91511.29,""ts"":""2026-06-23 10:03:04""}",2026-06-23 10:03:04,2026-06-23 10:08:04
mc:prod-use2-eks:kube-system:coredns-e513a45-fb7bf:container_memory_rss,"{""value"":57450.48,""ts"":""2026-06-23 11:32:00""}",2026-06-23 11:32:00,2026-06-23 11:37:00
mc:prod-usw2-eks:search:recommendation-87e3198-026ea:container_memory_rss,"{""value"":81323.02,""ts"":""2026-06-23 07:06:25""}",2026-06-23 07:06:25,2026-06-23 07:11:25
mc:prod-usw2-eks:notifications:notifications-b2aff41-e1772:container_memory_rss,"{""value"":33959.04,""ts"":""2026-06-23 07:23:56""}",2026-06-23 07:23:56,2026-06-23 07:28:56
mc:prod-usw2-eks:search:search-api-a47d446-4ffe2:container_cpu_usage_seconds_total,"{""value"":58940.8,""ts"":""2026-06-23 07:45:59""}",2026-06-23 07:45:59,2026-06-23 07:50:59
mc:prod-use2-eks:orders:orders-worker-6ee3345-b0d20:process_open_fds,"{""value"":62058.27,""ts"":""2026-06-23 06:53:27""}",2026-06-23 06:53:27,2026-06-23 06:58:27
mc:staging-use2-eks:platform:config-svc-929cd33-16be4:kube_pod_container_status_restarts_total,"{""value"":65502.55,""ts"":""2026-06-23 07:21:55""}",2026-06-23 07:21:55,2026-06-23 07:26:55
mc:prod-usw2-eks:search:search-api-15a6d76-12766:container_network_receive_bytes_total,"{""value"":99948.1,""ts"":""2026-06-23 10:37:30""}",2026-06-23 10:37:30,2026-06-23 10:42:30
mc:prod-usw2-eks:payments:payments-worker-b4be648-d2dcb:container_memory_rss,"{""value"":86607.94,""ts"":""2026-06-23 08:12:47""}",2026-06-23 08:12:47,2026-06-23 08:17:47
mc:prod-usw2-eks:orders:orders-worker-b907131-2627d:container_cpu_usage_seconds_total,"{""value"":48474.89,""ts"":""2026-06-23 11:59:02""}",2026-06-23 11:59:02,2026-06-23 12:04:02
mc:prod-use2-eks:platform:image-resizer-7bb3c89-50e74:tcp_established,"{""value"":77638.64,""ts"":""2026-06-23 11:11:38""}",2026-06-23 11:11:38,2026-06-23 11:16:38
mc:prod-usw2-eks:checkout:checkout-web-c2b3638-fa6d0:kube_pod_container_status_restarts_total,"{""value"":33092.67,""ts"":""2026-06-23 08:41:13""}",2026-06-23 08:41:13,2026-06-23 08:46:13
mc:prod-use2-eks:orders:orders-worker-6ee3345-b0d20:tcp_established,"{""value"":24345.72,""ts"":""2026-06-23 07:20:55""}",2026-06-23 07:20:55,2026-06-23 07:25:55
mc:prod-usw2-eks:orders:orders-worker-b907131-2627d:http_requests_total,"{""value"":25137.31,""ts"":""2026-06-23 06:06:52""}",2026-06-23 06:06:52,2026-06-23 06:11:52
mc:prod-usw2-eks:payments:payments-worker-b4be648-d2dcb:http_request_duration_ms,"{""value"":70057.52,""ts"":""2026-06-23 06:38:37""}",2026-06-23 06:38:37,2026-06-23 06:43:37
mc:prod-usw2-eks:kube-system:coredns-4a8b365-1d9fc:http_requests_total,"{""value"":98844.69,""ts"":""2026-06-23 06:09:24""}",2026-06-23 06:09:24,2026-06-23 06:14:24
mc:prod-use2-eks:platform:config-svc-027a395-39a4d:container_fs_usage_bytes,"{""value"":9309.6,""ts"":""2026-06-23 06:33:40""}",2026-06-23 06:33:40,2026-06-23 06:38:40
mc:prod-use2-eks:search:search-api-eff0684-a368a:process_open_fds,"{""value"":85052.3,""ts"":""2026-06-23 10:37:35""}",2026-06-23 10:37:35,2026-06-23 10:42:35
mc:prod-use2-eks:search:search-api-4350294-dbefb:process_open_fds,"{""value"":3559.85,""ts"":""2026-06-23 11:08:40""}",2026-06-23 11:08:40,2026-06-23 11:13:40
mc:prod-usw2-eks:checkout:checkout-web-2e5d994-d724e:container_memory_rss,"{""value"":88668.53,""ts"":""2026-06-23 09:36:56""}",2026-06-23 09:36:56,2026-06-23 09:41:56
mc:prod-use2-eks:payments:payments-api-7fa4649-debd8:container_cpu_usage_seconds_total,"{""value"":56812.98,""ts"":""2026-06-23 07:59:55""}",2026-06-23 07:59:55,2026-06-23 08:04:55
mc:prod-use2-eks:payments:payments-worker-6e38c94-75bbf:kube_pod_container_status_restarts_total,"{""value"":37862.71,""ts"":""2026-06-23 06:42:19""}",2026-06-23 06:42:19,2026-06-23 06:47:19
mc:prod-usw2-eks:inventory:inventory-svc-4453f63-e15f3:process_open_fds,"{""value"":99181.5,""ts"":""2026-06-23 06:40:59""}",2026-06-23 06:40:59,2026-06-23 06:45:59
mc:prod-usw2-eks:checkout:cart-svc-0a94879-c1bba:go_gc_duration_seconds,"{""value"":71297.01,""ts"":""2026-06-23 10:42:22""}",2026-06-23 10:42:22,2026-06-23 10:47:22
mc:prod-use2-eks:inventory:inventory-svc-3e28589-98330:container_cpu_usage_seconds_total,"{""value"":4618.7,""ts"":""2026-06-23 11:04:13""}",2026-06-23 11:04:13,2026-06-23 11:09:13
mc:prod-usw2-eks:orders:orders-worker-8482791-f2d9f:process_open_fds,"{""value"":36096.27,""ts"":""2026-06-23 09:04:04""}",2026-06-23 09:04:04,2026-06-23 09:09:04
mc:dr-use1-eks:ledger:ledger-svc-e00a046-6e2d6:go_gc_duration_seconds,"{""value"":59437.05,""ts"":""2026-06-23 11:29:12""}",2026-06-23 11:29:12,2026-06-23 11:34:12
mc:prod-usw2-eks:kube-system:metrics-server-6162d13-d4a14:http_requests_total,"{""value"":79230.77,""ts"":""2026-06-23 06:10:43""}",2026-06-23 06:10:43,2026-06-23 06:15:43
mc:dr-use1-eks:checkout:checkout-web-6e9e217-a5c79:container_network_receive_bytes_total,"{""value"":52235.54,""ts"":""2026-06-23 06:32:05""}",2026-06-23 06:32:05,2026-06-23 06:37:05
mc:prod-usw2-eks:search:search-api-db28570-d359e:container_memory_working_set_bytes,"{""value"":79689.78,""ts"":""2026-06-23 06:02:05""}",2026-06-23 06:02:05,2026-06-23 06:07:05
mc:dr-use1-eks:notifications:notifications-b036879-82982:process_open_fds,"{""value"":70241.59,""ts"":""2026-06-23 11:47:04""}",2026-06-23 11:47:04,2026-06-23 11:52:04
mc:prod-use2-eks:orders:orders-worker-06e2683-7270e:http_requests_total,"{""value"":30321.31,""ts"":""2026-06-23 09:01:06""}",2026-06-23 09:01:06,2026-06-23 09:06:06
mc:staging-use2-eks:payments:payments-api-2729261-453da:container_network_receive_bytes_total,"{""value"":97391.21,""ts"":""2026-06-23 10:20:30""}",2026-06-23 10:20:30,2026-06-23 10:25:30
mc:prod-use2-eks:checkout:cart-svc-51c2594-4d271:container_network_receive_bytes_total,"{""value"":93341.66,""ts"":""2026-06-23 07:53:23""}",2026-06-23 07:53:23,2026-06-23 07:58:23
mc:prod-use2-eks:search:indexer-4680271-0a829:go_gc_duration_seconds,"{""value"":12547.31,""ts"":""2026-06-23 11:51:01""}",2026-06-23 11:51:01,2026-06-23 11:56:01
mc:staging-use2-eks:payments:payments-api-2729261-453da:http_request_duration_ms,"{""value"":96827.16,""ts"":""2026-06-23 08:58:31""}",2026-06-23 08:58:31,2026-06-23 09:03:31
mc:prod-usw2-eks:search:search-api-8352074-5b766:http_requests_total,"{""value"":26015.59,""ts"":""2026-06-23 09:46:09""}",2026-06-23 09:46:09,2026-06-23 09:51:09
mc:prod-use2-eks:payments:payments-api-1ce3577-591ac:tcp_established,"{""value"":34796.45,""ts"":""2026-06-23 10:51:43""}",2026-06-23 10:51:43,2026-06-23 10:56:43
mc:staging-use2-eks:search:search-api-1605640-8abaf:container_memory_rss,"{""value"":59754.43,""ts"":""2026-06-23 08:03:32""}",2026-06-23 08:03:32,2026-06-23 08:08:32
mc:prod-usw2-eks:search:indexer-b957537-8aa20:container_fs_usage_bytes,"{""value"":39956.6,""ts"":""2026-06-23 08:25:55""}",2026-06-23 08:25:55,2026-06-23 08:30:55
mc:prod-usw2-eks:checkout:checkout-web-2e5d994-d724e:go_gc_duration_seconds,"{""value"":45785.25,""ts"":""2026-06-23 11:52:35""}",2026-06-23 11:52:35,2026-06-23 11:57:35
mc:prod-usw2-eks:checkout:checkout-web-f628153-c1833:http_request_duration_ms,"{""value"":17591.52,""ts"":""2026-06-23 07:08:36""}",2026-06-23 07:08:36,2026-06-23 07:13:36
mc:prod-use2-eks:payments:payments-api-7fa4649-debd8:kube_pod_container_status_restarts_total,"{""value"":91741.75,""ts"":""2026-06-23 07:43:51""}",2026-06-23 07:43:51,2026-06-23 07:48:51
mc:prod-use2-eks:platform:config-svc-027a395-39a4d:container_fs_usage_bytes,"{""value"":72921.69,""ts"":""2026-06-23 10:55:16""}",2026-06-23 10:55:16,2026-06-23 11:00:16
mc:prod-use2-eks:ledger:ledger-svc-f4a6d64-16dde:container_network_receive_bytes_total,"{""value"":94938.9,""ts"":""2026-06-23 07:48:47""}",2026-06-23 07:48:47,2026-06-23 07:53:47
mc:prod-usw2-eks:platform:config-svc-d193d56-68bd9:tcp_established,"{""value"":47428.05,""ts"":""2026-06-23 11:31:41""}",2026-06-23 11:31:41,2026-06-23 11:36:41
mc:dr-use1-eks:checkout:checkout-web-6e9e217-a5c79:container_memory_working_set_bytes,"{""value"":98130.54,""ts"":""2026-06-23 06:24:37""}",2026-06-23 06:24:37,2026-06-23 06:29:37
mc:prod-usw2-eks:kube-system:metrics-server-6162d13-d4a14:process_open_fds,"{""value"":38148.12,""ts"":""2026-06-23 09:33:56""}",2026-06-23 09:33:56,2026-06-23 09:38:56
mc:prod-usw2-eks:orders:orders-api-cbca488-26609:process_open_fds,"{""value"":65893.42,""ts"":""2026-06-23 08:17:45""}",2026-06-23 08:17:45,2026-06-23 08:22:45
mc:prod-usw2-eks:payments:payments-worker-bbc0947-0aa1a:http_requests_total,"{""value"":81946.44,""ts"":""2026-06-23 06:08:19""}",2026-06-23 06:08:19,2026-06-23 06:13:19
mc:prod-use2-eks:identity:auth-gateway-7b28269-a7447:http_request_duration_ms,"{""value"":48503.95,""ts"":""2026-06-23 08:12:31""}",2026-06-23 08:12:31,2026-06-23 08:17:31
mc:prod-usw2-eks:payments:payments-worker-1d1bf52-dff66:kube_pod_container_status_restarts_total,"{""value"":27513.1,""ts"":""2026-06-23 07:20:05""}",2026-06-23 07:20:05,2026-06-23 07:25:05
mc:prod-usw2-eks:checkout:cart-svc-0a94879-c1bba:container_memory_rss,"{""value"":19125.6,""ts"":""2026-06-23 11:27:56""}",2026-06-23 11:27:56,2026-06-23 11:32:56
mc:prod-use2-eks:identity:auth-gateway-bf1d422-2018d:container_memory_working_set_bytes,"{""value"":42656.32,""ts"":""2026-06-23 10:35:08""}",2026-06-23 10:35:08,2026-06-23 10:40:08
mc:prod-use2-eks:search:search-api-1271443-2f040:container_fs_usage_bytes,"{""value"":24026.2,""ts"":""2026-06-23 10:28:47""}",2026-06-23 10:28:47,2026-06-23 10:33:47
mc:prod-use2-eks:checkout:checkout-web-0101b48-2b2af:process_open_fds,"{""value"":14180.91,""ts"":""2026-06-23 06:42:24""}",2026-06-23 06:42:24,2026-06-23 06:47:24
mc:prod-usw2-eks:checkout:checkout-web-f628153-c1833:container_memory_rss,"{""value"":12704.56,""ts"":""2026-06-23 09:20:59""}",2026-06-23 09:20:59,2026-06-23 09:25:59
mc:prod-usw2-eks:payments:payments-api-b9a1287-dbbfe:process_open_fds,"{""value"":78500.4,""ts"":""2026-06-23 07:05:35""}",2026-06-23 07:05:35,2026-06-23 07:10:35
mc:prod-usw2-eks:inventory:inventory-svc-4453f63-e15f3:container_memory_working_set_bytes,"{""value"":52355.49,""ts"":""2026-06-23 09:40:56""}",2026-06-23 09:40:56,2026-06-23 09:45:56
mc:prod-usw2-eks:identity:auth-gateway-d4d3364-aac01:go_gc_duration_seconds,"{""value"":19811.76,""ts"":""2026-06-23 09:14:45""}",2026-06-23 09:14:45,2026-06-23 09:19:45
mc:staging-use2-eks:search:recommendation-2071c72-c0b22:container_memory_rss,"{""value"":94296.43,""ts"":""2026-06-23 07:22:26""}",2026-06-23 07:22:26,2026-06-23 07:27:26
mc:prod-use2-eks:identity:auth-gateway-bf1d422-2018d:container_fs_usage_bytes,"{""value"":39185.81,""ts"":""2026-06-23 10:51:30""}",2026-06-23 10:51:30,2026-06-23 10:56:30
mc:prod-usw2-eks:orders:orders-worker-0696c96-a62c8:container_memory_rss,"{""value"":68822.14,""ts"":""2026-06-23 09:45:15""}",2026-06-23 09:45:15,2026-06-23 09:50:15
mc:prod-use2-eks:payments:payments-api-c9c2b74-00142:container_memory_rss,"{""value"":75563.38,""ts"":""2026-06-23 10:20:14""}",2026-06-23 10:20:14,2026-06-23 10:25:14
mc:staging-use2-eks:checkout:checkout-web-aca9086-f5fe6:tcp_established,"{""value"":46855.43,""ts"":""2026-06-23 08:30:02""}",2026-06-23 08:30:02,2026-06-23 08:35:02
mc:prod-use2-eks:orders:orders-api-e9b4a39-c3784:container_network_receive_bytes_total,"{""value"":25035.69,""ts"":""2026-06-23 08:33:35""}",2026-06-23 08:33:35,2026-06-23 08:38:35
mc:prod-use2-eks:checkout:checkout-web-47df111-4e24c:container_fs_usage_bytes,"{""value"":97644.29,""ts"":""2026-06-23 06:21:46""}",2026-06-23 06:21:46,2026-06-23 06:26:46
mc:dr-use1-eks:inventory:inventory-svc-4ccbe67-9cbde:container_network_receive_bytes_total,"{""value"":13533.04,""ts"":""2026-06-23 08:01:58""}",2026-06-23 08:01:58,2026-06-23 08:06:58
mc:prod-usw2-eks:payments:payments-api-6c2b997-3e07d:kube_pod_container_status_restarts_total,"{""value"":28612.39,""ts"":""2026-06-23 10:26:31""}",2026-06-23 10:26:31,2026-06-23 10:31:31
mc:prod-use2-eks:platform:config-svc-027a395-39a4d:go_gc_duration_seconds,"{""value"":1744.13,""ts"":""2026-06-23 08:11:12""}",2026-06-23 08:11:12,2026-06-23 08:16:12
mc:prod-use2-eks:payments:payments-worker-6e38c94-75bbf:tcp_established,"{""value"":61479.9,""ts"":""2026-06-23 11:07:28""}",2026-06-23 11:07:28,2026-06-23 11:12:28
mc:prod-usw2-eks:inventory:inventory-svc-0d33458-c137f:go_gc_duration_seconds,"{""value"":77190.13,""ts"":""2026-06-23 06:36:57""}",2026-06-23 06:36:57,2026-06-23 06:41:57
mc:prod-use2-eks:payments:payments-worker-6e38c94-75bbf:container_memory_rss,"{""value"":37681.86,""ts"":""2026-06-23 07:30:22""}",2026-06-23 07:30:22,2026-06-23 07:35:22
mc:prod-usw2-eks:notifications:notifications-abd2926-3451e:container_memory_rss,"{""value"":16185.51,""ts"":""2026-06-23 08:32:47""}",2026-06-23 08:32:47,2026-06-23 08:37:47
mc:prod-use2-eks:checkout:checkout-web-c2eb578-2d181:container_memory_rss,"{""value"":29160.58,""ts"":""2026-06-23 07:27:46""}",2026-06-23 07:27:46,2026-06-23 07:32:46
mc:prod-use2-eks:inventory:inventory-svc-bfded25-1e6d2:http_request_duration_ms,"{""value"":20183.69,""ts"":""2026-06-23 07:15:08""}",2026-06-23 07:15:08,2026-06-23 07:20:08
mc:dr-use1-eks:checkout:checkout-web-4263246-52f3a:tcp_established,"{""value"":78942.08,""ts"":""2026-06-23 11:16:41""}",2026-06-23 11:16:41,2026-06-23 11:21:41
mc:prod-usw2-eks:orders:orders-worker-8482791-f2d9f:container_memory_rss,"{""value"":20028.54,""ts"":""2026-06-23 11:02:07""}",2026-06-23 11:02:07,2026-06-23 11:07:07
mc:prod-use2-eks:checkout:checkout-web-0101b48-2b2af:go_gc_duration_seconds,"{""value"":87819.88,""ts"":""2026-06-23 11:30:15""}",2026-06-23 11:30:15,2026-06-23 11:35:15
mc:prod-usw2-eks:payments:payments-worker-1d1bf52-dff66:container_cpu_usage_seconds_total,"{""value"":89294.24,""ts"":""2026-06-23 11:09:13""}",2026-06-23 11:09:13,2026-06-23 11:14:13
mc:prod-usw2-eks:identity:auth-gateway-ebb2b70-575e4:go_gc_duration_seconds,"{""value"":405.0,""ts"":""2026-06-23 10:22:08""}",2026-06-23 10:22:08,2026-06-23 10:27:08
mc:prod-use2-eks:checkout:checkout-web-0101b48-2b2af:http_request_duration_ms,"{""value"":70353.12,""ts"":""2026-06-23 10:37:59""}",2026-06-23 10:37:59,2026-06-23 10:42:59
mc:prod-usw2-eks:orders:orders-api-cbca488-26609:kube_pod_container_status_restarts_total,"{""value"":68992.85,""ts"":""2026-06-23 07:16:41""}",2026-06-23 07:16:41,2026-06-23 07:21:41
mc:prod-use2-eks:ledger:ledger-svc-f4a6d64-16dde:container_memory_working_set_bytes,"{""value"":62680.4,""ts"":""2026-06-23 06:19:18""}",2026-06-23 06:19:18,2026-06-23 06:24:18
mc:prod-use2-eks:checkout:checkout-web-c343d41-6a8d2:http_requests_total,"{""value"":55130.56,""ts"":""2026-06-23 07:24:32""}",2026-06-23 07:24:32,2026-06-23 07:29:32
mc:prod-use2-eks:identity:auth-gateway-9bddb17-f3d59:container_memory_working_set_bytes,"{""value"":19308.29,""ts"":""2026-06-23 07:55:36""}",2026-06-23 07:55:36,2026-06-23 08:00:36
mc:prod-usw2-eks:inventory:inventory-svc-bf8f159-02345:http_request_duration_ms,"{""value"":30904.1,""ts"":""2026-06-23 07:45:07""}",2026-06-23 07:45:07,2026-06-23 07:50:07
mc:prod-usw2-eks:platform:config-svc-370d832-a686a:http_request_duration_ms,"{""value"":98131.08,""ts"":""2026-06-23 11:24:34""}",2026-06-23 11:24:34,2026-06-23 11:29:34
mc:prod-use2-eks:search:search-api-61d1d17-0014f:container_memory_rss,"{""value"":11013.98,""ts"":""2026-06-23 08:38:04""}",2026-06-23 08:38:04,2026-06-23 08:43:04
mc:prod-use2-eks:identity:auth-gateway-9bddb17-f3d59:container_fs_usage_bytes,"{""value"":50707.33,""ts"":""2026-06-23 07:32:58""}",2026-06-23 07:32:58,2026-06-23 07:37:58
mc:staging-use2-eks:kube-system:coredns-b16ea15-07544:container_memory_rss,"{""value"":99852.05,""ts"":""2026-06-23 10:58:38""}",2026-06-23 10:58:38,2026-06-23 11:03:38
mc:dr-use1-eks:ledger:ledger-svc-e00a046-6e2d6:container_memory_rss,"{""value"":80734.89,""ts"":""2026-06-23 09:10:26""}",2026-06-23 09:10:26,2026-06-23 09:15:26
mc:staging-use2-eks:payments:payments-api-2729261-453da:kube_pod_container_status_restarts_total,"{""value"":82252.23,""ts"":""2026-06-23 10:13:14""}",2026-06-23 10:13:14,2026-06-23 10:18:14
mc:prod-usw2-eks:identity:auth-gateway-ebb2b70-575e4:go_gc_duration_seconds,"{""value"":33381.66,""ts"":""2026-06-23 07:23:16""}",2026-06-23 07:23:16,2026-06-23 07:28:16
mc:prod-usw2-eks:payments:payments-worker-bbc0947-0aa1a:http_requests_total,"{""value"":38556.34,""ts"":""2026-06-23 10:47:09""}",2026-06-23 10:47:09,2026-06-23 10:52:09
mc:prod-usw2-eks:platform:config-svc-370d832-a686a:container_fs_usage_bytes,"{""value"":54391.68,""ts"":""2026-06-23 11:54:43""}",2026-06-23 11:54:43,2026-06-23 11:59:43
mc:prod-use2-eks:orders:orders-worker-06e2683-7270e:kube_pod_container_status_restarts_total,"{""value"":12032.67,""ts"":""2026-06-23 10:54:43""}",2026-06-23 10:54:43,2026-06-23 10:59:43
mc:prod-use2-eks:search:indexer-4680271-0a829:container_cpu_usage_seconds_total,"{""value"":10240.59,""ts"":""2026-06-23 08:07:39""}",2026-06-23 08:07:39,2026-06-23 08:12:39
mc:prod-usw2-eks:orders:orders-worker-0696c96-a62c8:container_network_receive_bytes_total,"{""value"":42857.13,""ts"":""2026-06-23 07:33:55""}",2026-06-23 07:33:55,2026-06-23 07:38:55
mc:prod-usw2-eks:checkout:cart-svc-0a94879-c1bba:container_fs_usage_bytes,"{""value"":60420.5,""ts"":""2026-06-23 09:11:06""}",2026-06-23 09:11:06,2026-06-23 09:16:06
mc:staging-use2-eks:platform:config-svc-929cd33-16be4:kube_pod_container_status_restarts_total,"{""value"":88405.18,""ts"":""2026-06-23 10:03:06""}",2026-06-23 10:03:06,2026-06-23 10:08:06
mc:prod-use2-eks:orders:orders-worker-06e2683-7270e:go_gc_duration_seconds,"{""value"":5952.04,""ts"":""2026-06-23 07:00:34""}",2026-06-23 07:00:34,2026-06-23 07:05:34
mc:prod-usw2-eks:payments:payments-api-6c2b997-3e07d:tcp_established,"{""value"":36379.22,""ts"":""2026-06-23 07:51:19""}",2026-06-23 07:51:19,2026-06-23 07:56:19
mc:prod-usw2-eks:platform:config-svc-d193d56-68bd9:process_open_fds,"{""value"":63556.12,""ts"":""2026-06-23 11:50:15""}",2026-06-23 11:50:15,2026-06-23 11:55:15
mc:prod-use2-eks:identity:session-store-4732511-0dba8:tcp_established,"{""value"":12195.03,""ts"":""2026-06-23 06:04:37""}",2026-06-23 06:04:37,2026-06-23 06:09:37
mc:prod-usw2-eks:ledger:ledger-svc-0744083-43011:http_request_duration_ms,"{""value"":74897.17,""ts"":""2026-06-23 11:01:03""}",2026-06-23 11:01:03,2026-06-23 11:06:03
mc:prod-use2-eks:payments:payments-api-c9c2b74-00142:container_memory_working_set_bytes,"{""value"":44103.39,""ts"":""2026-06-23 11:17:25""}",2026-06-23 11:17:25,2026-06-23 11:22:25
mc:prod-use2-eks:identity:auth-gateway-ec6b034-0575b:container_cpu_usage_seconds_total,"{""value"":42866.29,""ts"":""2026-06-23 06:56:13""}",2026-06-23 06:56:13,2026-06-23 07:01:13
mc:prod-use2-eks:payments:payments-worker-6e38c94-75bbf:container_memory_working_set_bytes,"{""value"":51575.95,""ts"":""2026-06-23 07:09:19""}",2026-06-23 07:09:19,2026-06-23 07:14:19
mc:prod-usw2-eks:inventory:inventory-svc-4453f63-e15f3:container_network_receive_bytes_total,"{""value"":98048.94,""ts"":""2026-06-23 10:17:05""}",2026-06-23 10:17:05,2026-06-23 10:22:05
mc:prod-use2-eks:orders:orders-api-e9b4a39-c3784:go_gc_duration_seconds,"{""value"":69826.49,""ts"":""2026-06-23 11:31:39""}",2026-06-23 11:31:39,2026-06-23 11:36:39
mc:prod-usw2-eks:platform:image-resizer-9683178-b7560:process_open_fds,"{""value"":98159.79,""ts"":""2026-06-23 06:31:16""}",2026-06-23 06:31:16,2026-06-23 06:36:16
mc:staging-use2-eks:payments:payments-api-2729261-453da:container_memory_working_set_bytes,"{""value"":56341.11,""ts"":""2026-06-23 06:55:24""}",2026-06-23 06:55:24,2026-06-23 07:00:24
mc:prod-usw2-eks:platform:image-resizer-9683178-b7560:kube_pod_container_status_restarts_total,"{""value"":52735.29,""ts"":""2026-06-23 11:36:09""}",2026-06-23 11:36:09,2026-06-23 11:41:09
mc:prod-usw2-eks:platform:image-resizer-9683178-b7560:kube_pod_container_status_restarts_total,"{""value"":87941.52,""ts"":""2026-06-23 08:33:39""}",2026-06-23 08:33:39,2026-06-23 08:38:39
mc:prod-use2-eks:checkout:cart-svc-51c2594-4d271:go_gc_duration_seconds,"{""value"":45802.59,""ts"":""2026-06-23 11:56:55""}",2026-06-23 11:56:55,2026-06-23 12:01:55
mc:prod-usw2-eks:platform:image-resizer-6542c92-1100b:container_network_receive_bytes_total,"{""value"":40045.19,""ts"":""2026-06-23 06:11:07""}",2026-06-23 06:11:07,2026-06-23 06:16:07
mc:prod-usw2-eks:payments:payments-api-423b015-b80bd:container_memory_rss,"{""value"":84661.72,""ts"":""2026-06-23 08:14:26""}",2026-06-23 08:14:26,2026-06-23 08:19:26
mc:prod-use2-eks:search:search-api-61d1d17-0014f:container_fs_usage_bytes,"{""value"":84291.38,""ts"":""2026-06-23 06:22:06""}",2026-06-23 06:22:06,2026-06-23 06:27:06
mc:prod-usw2-eks:payments:payments-api-423b015-b80bd:http_requests_total,"{""value"":19927.2,""ts"":""2026-06-23 07:21:27""}",2026-06-23 07:21:27,2026-06-23 07:26:27
mc:staging-use2-eks:checkout:checkout-web-aca9086-f5fe6:container_memory_working_set_bytes,"{""value"":45400.18,""ts"":""2026-06-23 11:46:13""}",2026-06-23 11:46:13,2026-06-23 11:51:13
mc:prod-usw2-eks:inventory:inventory-svc-bf8f159-02345:container_memory_rss,"{""value"":28466.13,""ts"":""2026-06-23 10:45:00""}",2026-06-23 10:45:00,2026-06-23 10:50:00
mc:prod-usw2-eks:platform:image-resizer-6542c92-1100b:container_memory_rss,"{""value"":21728.97,""ts"":""2026-06-23 11:36:15""}",2026-06-23 11:36:15,2026-06-23 11:41:15
