id,pattern_type,pattern_name,cluster_name,namespace,signature_vector,confidence,occurrence_count,first_seen,last_seen,metadata,created_at
812,memory_leak,checkout-web-sawtooth,dr-use1-eks,checkout,"[0.973,0.769,0.124,0.361,0.017,0.804,0.262,0.115,0.683,0.245,0.658,0.175]",0.9344,138,2026-04-26 08:59:11,2026-06-18 12:30:02,"{""svc"":""checkout-web"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
813,crashloop,search-api-spike,staging-use2-eks,search,"[0.217,0.864,0.25,0.341,0.152,0.541,0.919,0.325,0.44,0.243,0.148,0.754]",0.5495,140,2026-05-12 01:33:06,2026-05-26 07:54:16,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
814,oom,ledger-svc-spike,prod-usw2-eks,ledger,"[0.805,0.412,0.021,0.51,0.627,0.934,0.044,0.436,0.806,0.489,0.301,0.365]",0.8137,36,2026-05-03 01:49:59,2026-05-29 07:28:55,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
815,cpu_spike,recommendation-rampup,prod-use2-eks,search,"[0.833,0.753,0.73,0.352,0.09,0.817,0.802,0.612,0.515,0.531,0.884,0.898]",0.9533,125,2026-05-18 07:56:55,2026-06-10 14:56:33,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
816,oom,auth-gateway-sawtooth,prod-usw2-eks,identity,"[0.003,0.05,0.193,0.761,0.614,0.548,0.045,0.35,0.737,0.979,0.909,0.2]",0.887,150,2026-05-22 01:56:12,2026-06-19 23:05:56,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
817,crashloop,metrics-server-plateau,prod-usw2-eks,kube-system,"[0.507,0.191,0.194,0.034,0.165,0.842,0.44,0.345,0.42,0.578,0.963,0.74]",0.6895,199,2026-05-05 13:19:26,2026-05-25 22:25:58,"{""svc"":""metrics-server"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
818,cpu_spike,indexer-spike,prod-usw2-eks,search,"[0.413,0.435,0.98,0.315,0.716,0.112,0.179,0.88,0.31,0.023,0.72,0.027]",0.699,135,2026-05-12 02:25:34,2026-06-06 18:33:59,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
819,crashloop,recommendation-rampup,prod-usw2-eks,search,"[0.803,0.263,0.453,0.194,0.098,0.085,0.395,0.685,0.161,0.601,0.824,0.171]",0.8465,165,2026-05-15 08:44:20,2026-06-01 20:09:12,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
820,latency,session-store-rampup,prod-usw2-eks,identity,"[0.645,0.044,0.764,0.331,0.178,0.835,0.69,0.488,0.771,0.978,0.796,0.129]",0.5264,165,2026-05-08 06:58:27,2026-06-12 00:36:23,"{""svc"":""session-store"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
821,cpu_spike,indexer-plateau,prod-usw2-eks,search,"[0.042,0.798,0.749,0.852,0.774,0.334,0.213,0.399,0.386,0.775,0.025,0.892]",0.6218,23,2026-05-24 04:05:26,2026-06-06 01:07:32,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
822,cpu_spike,session-store-spike,staging-use2-eks,identity,"[0.957,0.116,0.367,0.646,0.657,0.697,0.141,0.606,0.951,0.992,0.559,0.768]",0.9274,93,2026-04-29 10:26:54,2026-06-23 03:12:21,"{""svc"":""session-store"",""scenario"":""network_latency""}",2026-06-23 12:00:00
823,crashloop,inventory-svc-rampup,prod-usw2-eks,inventory,"[0.551,0.325,0.392,0.891,0.77,0.49,0.271,0.282,0.503,0.194,0.638,0.222]",0.7898,7,2026-05-18 02:53:48,2026-06-06 07:02:00,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
824,cpu_spike,inventory-svc-sawtooth,dr-use1-eks,inventory,"[0.914,0.128,0.55,0.881,0.072,0.219,0.486,0.84,0.571,0.445,0.262,0.319]",0.5143,141,2026-05-02 22:44:21,2026-05-24 13:51:59,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
825,oom,notifications-spike,prod-usw2-eks,notifications,"[0.699,0.821,0.042,0.094,0.021,0.585,0.351,0.928,0.902,0.371,0.112,0.572]",0.6617,136,2026-05-18 10:39:19,2026-06-09 20:34:12,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
826,cpu_spike,payments-worker-spike,prod-use2-eks,payments,"[0.162,0.874,0.187,0.752,0.695,0.014,0.447,0.469,0.749,0.381,0.756,0.857]",0.6875,178,2026-05-23 05:51:26,2026-06-21 12:38:12,"{""svc"":""payments-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
827,cpu_spike,orders-api-spike,prod-use2-eks,orders,"[0.149,0.74,0.511,0.726,0.618,0.735,0.57,0.917,0.881,0.823,0.306,0.377]",0.9084,99,2026-05-21 08:33:43,2026-06-22 17:57:42,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
828,cpu_spike,payments-api-sawtooth,prod-use2-eks,payments,"[0.094,0.316,0.456,0.892,0.905,0.805,0.185,0.873,0.863,0.916,0.61,0.745]",0.764,103,2026-04-30 04:19:55,2026-06-05 14:41:02,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
829,crashloop,notifications-spike,dr-use1-eks,notifications,"[0.547,0.077,0.435,0.33,0.211,0.785,0.586,0.452,0.363,0.74,0.852,0.788]",0.924,164,2026-05-24 00:50:26,2026-06-03 22:09:36,"{""svc"":""notifications"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
830,cpu_spike,payments-api-sawtooth,prod-use2-eks,payments,"[0.727,0.308,0.494,0.37,0.754,0.719,0.491,0.101,0.886,0.453,0.472,0.633]",0.9029,61,2026-05-04 17:12:37,2026-06-04 04:53:25,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
831,crashloop,payments-api-rampup,staging-use2-eks,payments,"[0.471,0.286,0.65,0.112,0.77,0.768,0.914,0.896,0.261,0.049,0.939,0.965]",0.9387,105,2026-05-23 04:40:45,2026-05-25 01:02:43,"{""svc"":""payments-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
832,memory_leak,search-api-plateau,prod-usw2-eks,search,"[0.882,0.992,0.2,0.312,0.972,0.052,0.509,0.128,0.427,0.348,0.126,0.866]",0.703,196,2026-05-09 15:09:35,2026-06-12 12:07:54,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
833,memory_leak,search-api-rampup,prod-use2-eks,search,"[0.114,0.986,0.57,0.032,0.348,0.731,0.321,0.813,0.524,0.331,0.053,0.09]",0.7382,44,2026-05-18 22:05:11,2026-06-08 09:27:52,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
834,latency,checkout-web-rampup,prod-use2-eks,checkout,"[0.593,0.339,0.523,0.789,0.44,0.027,0.384,0.656,0.174,0.243,0.017,0.231]",0.7883,167,2026-04-30 17:56:40,2026-06-04 22:33:00,"{""svc"":""checkout-web"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
835,crashloop,auth-gateway-rampup,staging-use2-eks,identity,"[0.135,0.238,0.85,0.431,0.332,0.365,0.568,0.524,0.95,0.924,0.843,0.825]",0.5249,11,2026-05-05 17:40:40,2026-06-01 11:57:01,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
836,oom,inventory-svc-spike,prod-use2-eks,inventory,"[0.316,0.745,0.33,0.665,0.324,0.494,0.088,0.252,0.759,0.982,0.234,0.162]",0.5769,193,2026-05-01 09:10:07,2026-06-14 13:11:57,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
837,oom,metrics-server-rampup,prod-usw2-eks,kube-system,"[0.535,0.264,0.456,0.866,0.826,0.388,0.507,0.837,0.381,0.061,0.395,0.913]",0.9478,13,2026-05-03 10:23:28,2026-06-17 05:47:36,"{""svc"":""metrics-server"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
838,memory_leak,inventory-svc-sawtooth,prod-use2-eks,inventory,"[0.284,0.138,0.256,0.483,0.563,0.037,0.141,0.054,0.363,0.149,0.2,0.772]",0.8286,2,2026-05-06 11:11:45,2026-06-19 16:51:55,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
839,latency,payments-api-rampup,staging-use2-eks,payments,"[0.575,0.361,0.879,0.001,0.464,0.556,0.511,0.576,0.848,0.391,0.418,0.643]",0.9215,91,2026-04-29 18:31:52,2026-06-19 14:50:46,"{""svc"":""payments-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
840,crashloop,search-api-rampup,prod-usw2-eks,search,"[0.173,0.363,0.208,0.948,0.998,0.293,0.546,0.27,0.192,0.938,0.465,0.085]",0.6807,181,2026-05-03 22:38:55,2026-06-01 17:34:04,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
841,crashloop,orders-worker-sawtooth,prod-use2-eks,orders,"[0.788,0.721,0.586,0.339,0.362,0.241,0.967,0.104,0.719,0.136,0.213,0.712]",0.5682,163,2026-04-27 19:25:57,2026-06-15 14:05:37,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
842,latency,search-api-spike,staging-use2-eks,search,"[0.132,0.163,0.913,0.898,0.441,0.204,0.139,0.363,0.494,0.821,0.779,0.315]",0.9215,89,2026-05-07 06:58:09,2026-06-17 23:39:07,"{""svc"":""search-api"",""scenario"":""network_latency""}",2026-06-23 12:00:00
843,cpu_spike,notifications-rampup,prod-usw2-eks,notifications,"[0.478,0.974,0.958,0.631,0.054,0.476,0.824,0.403,0.345,0.979,0.629,0.768]",0.7954,188,2026-04-28 17:50:45,2026-06-11 07:01:25,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
844,memory_leak,ledger-svc-spike,dr-use1-eks,ledger,"[0.21,0.214,0.766,0.365,0.838,0.954,0.176,0.828,0.947,0.186,0.993,0.022]",0.5166,20,2026-05-17 17:33:21,2026-06-04 03:51:45,"{""svc"":""ledger-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
845,latency,inventory-svc-sawtooth,prod-use2-eks,inventory,"[0.875,0.382,0.254,0.308,0.331,0.652,0.849,0.522,0.885,0.08,0.848,0.686]",0.8105,195,2026-04-30 09:35:19,2026-06-22 12:08:29,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
846,cpu_spike,orders-worker-spike,prod-use2-eks,orders,"[0.612,0.185,0.496,0.337,0.543,0.371,0.379,0.378,0.25,0.544,0.498,0.975]",0.7538,130,2026-05-16 09:17:22,2026-06-02 14:23:53,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
847,oom,search-api-rampup,prod-usw2-eks,search,"[0.998,0.327,0.76,0.651,0.368,0.979,0.302,0.089,0.482,0.309,0.513,0.056]",0.6656,161,2026-05-12 11:50:48,2026-05-25 20:27:59,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
848,oom,image-resizer-plateau,prod-use2-eks,platform,"[0.888,0.419,0.96,0.621,0.956,0.585,0.297,0.391,0.025,0.915,0.574,0.96]",0.896,184,2026-05-10 22:42:27,2026-06-09 16:06:45,"{""svc"":""image-resizer"",""scenario"":""network_latency""}",2026-06-23 12:00:00
849,crashloop,payments-worker-sawtooth,prod-use2-eks,payments,"[0.459,0.159,0.577,0.869,0.084,0.163,0.225,0.497,0.855,0.862,0.485,0.847]",0.8246,178,2026-05-11 15:27:45,2026-06-11 05:50:32,"{""svc"":""payments-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
850,cpu_spike,notifications-spike,prod-usw2-eks,notifications,"[0.038,0.731,0.634,0.617,0.904,0.043,0.006,0.077,0.693,0.426,0.943,0.325]",0.7538,42,2026-05-22 23:49:36,2026-06-17 23:09:46,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
851,crashloop,payments-api-sawtooth,prod-use2-eks,payments,"[0.158,0.536,0.338,0.823,0.782,0.396,0.717,0.322,0.834,0.095,0.382,0.208]",0.7311,100,2026-05-12 17:29:21,2026-05-25 20:21:25,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
852,memory_leak,checkout-web-sawtooth,prod-usw2-eks,checkout,"[0.389,0.224,0.971,0.979,0.993,0.01,0.519,0.14,0.226,0.364,0.242,0.616]",0.5164,130,2026-05-05 20:05:16,2026-05-29 13:04:38,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
853,cpu_spike,session-store-sawtooth,prod-usw2-eks,identity,"[0.371,0.336,0.27,0.764,0.521,0.652,0.851,0.452,0.614,0.079,0.39,0.946]",0.5107,27,2026-05-20 14:56:38,2026-06-03 01:44:08,"{""svc"":""session-store"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
854,cpu_spike,search-api-sawtooth,prod-usw2-eks,search,"[0.87,0.063,0.5,0.97,0.505,0.178,0.427,0.271,0.277,0.263,0.85,0.104]",0.92,30,2026-05-03 00:18:55,2026-06-23 03:49:31,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
855,cpu_spike,payments-api-sawtooth,prod-usw2-eks,payments,"[0.353,0.78,0.411,0.761,0.416,0.1,0.232,0.497,0.114,0.184,0.292,0.059]",0.5721,122,2026-04-28 08:04:20,2026-05-26 10:23:58,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
856,crashloop,payments-api-plateau,prod-use2-eks,payments,"[0.08,0.275,0.663,0.591,0.393,0.767,0.364,0.225,0.975,0.141,0.975,0.717]",0.8909,112,2026-05-15 03:04:01,2026-06-19 13:10:57,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
857,latency,session-store-rampup,staging-use2-eks,identity,"[0.537,0.48,0.616,0.845,0.775,0.466,0.293,0.225,0.416,0.159,0.967,0.204]",0.8419,66,2026-05-14 06:14:13,2026-06-04 10:21:22,"{""svc"":""session-store"",""scenario"":""network_latency""}",2026-06-23 12:00:00
858,latency,orders-api-plateau,prod-use2-eks,orders,"[0.506,0.963,0.268,0.225,0.916,0.926,0.323,0.917,0.493,0.519,0.258,0.328]",0.7102,42,2026-05-15 08:55:53,2026-06-19 04:22:19,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
859,crashloop,orders-api-plateau,prod-usw2-eks,orders,"[0.091,0.599,0.619,0.298,0.696,0.658,0.213,0.04,0.71,0.77,0.136,0.264]",0.8381,119,2026-05-23 12:01:30,2026-06-15 05:26:55,"{""svc"":""orders-api"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
860,oom,orders-worker-sawtooth,prod-usw2-eks,orders,"[0.581,0.68,0.753,0.452,0.254,0.788,0.551,0.217,0.168,0.76,0.808,0.683]",0.6658,72,2026-05-17 16:23:26,2026-06-18 12:24:02,"{""svc"":""orders-worker"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
861,cpu_spike,config-svc-plateau,staging-use2-eks,platform,"[0.873,0.19,0.668,0.031,0.446,0.207,0.676,0.559,0.063,0.318,0.102,0.61]",0.7196,120,2026-05-03 22:28:06,2026-05-26 23:02:21,"{""svc"":""config-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
862,oom,search-api-spike,staging-use2-eks,search,"[0.504,0.981,0.29,0.864,0.492,0.801,0.834,0.683,0.104,0.218,0.761,0.433]",0.5292,169,2026-04-25 04:30:47,2026-06-15 04:40:44,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
863,latency,indexer-plateau,dr-use1-eks,search,"[0.423,0.454,0.315,0.395,0.719,0.226,0.991,0.301,0.518,0.321,0.824,0.66]",0.5191,104,2026-04-26 03:54:33,2026-05-25 05:37:11,"{""svc"":""indexer"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
864,cpu_spike,orders-worker-spike,prod-usw2-eks,orders,"[0.343,0.419,0.067,0.602,0.4,0.918,0.189,0.645,0.073,0.047,0.598,0.377]",0.7879,72,2026-05-06 11:22:05,2026-06-08 14:13:45,"{""svc"":""orders-worker"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
865,cpu_spike,auth-gateway-spike,prod-use2-eks,identity,"[0.31,0.867,0.089,0.735,0.496,0.239,0.397,0.513,0.437,0.38,0.04,0.396]",0.6032,184,2026-05-20 01:11:49,2026-06-11 23:07:07,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
866,latency,notifications-rampup,prod-use2-eks,notifications,"[0.693,0.523,0.791,0.538,0.954,0.274,0.247,0.274,0.608,0.378,0.368,0.873]",0.9063,193,2026-05-12 17:59:43,2026-06-02 13:16:54,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
867,cpu_spike,image-resizer-plateau,prod-usw2-eks,platform,"[0.92,0.948,0.75,0.486,0.121,0.095,0.232,0.839,0.76,0.439,0.598,0.128]",0.5775,9,2026-05-15 01:15:22,2026-06-04 02:15:54,"{""svc"":""image-resizer"",""scenario"":""healthy""}",2026-06-23 12:00:00
868,crashloop,orders-worker-sawtooth,prod-usw2-eks,orders,"[0.186,0.794,0.183,0.685,0.867,0.124,0.818,0.219,0.691,0.151,0.888,0.725]",0.8114,52,2026-05-11 05:19:43,2026-06-20 08:48:21,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
869,crashloop,ledger-svc-sawtooth,prod-usw2-eks,ledger,"[0.06,0.028,0.027,0.705,0.405,0.006,0.586,0.027,0.194,0.011,0.397,0.093]",0.6731,92,2026-05-02 21:03:11,2026-06-21 10:04:05,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
870,memory_leak,auth-gateway-sawtooth,prod-use2-eks,identity,"[0.628,0.688,0.191,0.733,0.78,0.696,0.398,0.299,0.924,0.861,0.61,0.341]",0.8939,192,2026-04-28 01:37:09,2026-06-22 13:08:15,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
871,oom,payments-api-spike,staging-use2-eks,payments,"[0.714,0.822,0.093,0.37,0.625,0.142,0.144,0.875,0.865,0.364,0.018,0.363]",0.6827,63,2026-05-22 14:44:39,2026-05-26 20:00:59,"{""svc"":""payments-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
872,cpu_spike,orders-api-spike,prod-usw2-eks,orders,"[0.151,0.516,0.232,0.264,0.686,0.87,0.097,0.379,0.113,0.616,0.295,0.116]",0.8867,18,2026-05-06 19:55:46,2026-05-30 14:50:21,"{""svc"":""orders-api"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
873,oom,indexer-sawtooth,prod-use2-eks,search,"[0.755,0.669,0.223,0.208,0.805,0.3,0.453,0.688,0.684,0.634,0.927,0.497]",0.5855,156,2026-05-11 10:34:54,2026-06-13 10:40:23,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
874,crashloop,orders-api-rampup,prod-usw2-eks,orders,"[0.938,0.437,0.835,0.396,0.874,0.322,0.672,0.414,0.375,0.954,0.216,0.774]",0.9194,36,2026-05-23 00:18:03,2026-06-19 06:56:06,"{""svc"":""orders-api"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
875,latency,ledger-svc-spike,dr-use1-eks,ledger,"[0.548,0.994,0.624,0.861,0.442,0.843,0.006,0.511,0.495,0.313,0.646,0.295]",0.7632,122,2026-05-04 23:57:40,2026-06-23 07:47:19,"{""svc"":""ledger-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
876,cpu_spike,recommendation-rampup,prod-usw2-eks,search,"[0.115,0.371,0.418,0.969,0.323,0.967,0.659,0.344,0.758,0.446,0.316,0.024]",0.5272,15,2026-04-26 13:08:59,2026-06-06 22:40:20,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
877,latency,payments-api-rampup,staging-use2-eks,payments,"[0.337,0.104,0.758,0.656,0.935,0.783,0.945,0.556,0.315,0.093,0.785,0.348]",0.7876,18,2026-05-13 14:48:46,2026-06-11 18:26:25,"{""svc"":""payments-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
878,latency,payments-worker-plateau,prod-use2-eks,payments,"[0.195,0.098,0.3,0.128,0.64,0.615,0.715,0.401,0.64,0.32,0.334,0.405]",0.8488,137,2026-05-09 07:22:49,2026-06-20 18:06:27,"{""svc"":""payments-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
879,latency,ledger-svc-spike,prod-usw2-eks,ledger,"[0.853,0.745,0.784,0.143,0.889,0.513,0.269,0.535,0.407,0.994,0.187,0.202]",0.7593,102,2026-05-14 07:05:20,2026-06-18 04:42:46,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
880,memory_leak,recommendation-sawtooth,prod-usw2-eks,search,"[0.144,0.009,0.657,0.155,0.819,0.924,0.839,0.568,0.301,0.793,0.297,0.325]",0.9358,46,2026-05-22 00:35:09,2026-06-21 04:16:19,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
881,crashloop,checkout-web-spike,prod-usw2-eks,checkout,"[0.078,0.66,0.571,0.32,0.312,0.463,0.345,0.789,0.023,0.708,0.801,0.381]",0.7171,160,2026-05-18 13:56:55,2026-06-05 15:53:58,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
882,latency,config-svc-sawtooth,prod-use2-eks,platform,"[0.509,0.246,0.411,0.974,0.309,0.693,0.187,0.074,0.615,0.4,0.052,0.905]",0.5026,51,2026-05-21 21:10:56,2026-06-12 16:43:37,"{""svc"":""config-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
883,crashloop,payments-api-plateau,staging-use2-eks,payments,"[0.194,0.963,0.804,0.279,0.81,0.142,0.016,0.865,0.298,0.09,0.705,0.495]",0.711,2,2026-05-12 18:57:22,2026-05-30 15:37:26,"{""svc"":""payments-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
884,crashloop,image-resizer-rampup,prod-use2-eks,platform,"[0.184,0.036,0.03,0.906,0.822,0.715,0.669,0.681,0.066,0.6,0.76,0.685]",0.7291,172,2026-04-26 06:27:57,2026-06-10 19:47:07,"{""svc"":""image-resizer"",""scenario"":""network_latency""}",2026-06-23 12:00:00
885,crashloop,auth-gateway-rampup,prod-usw2-eks,identity,"[0.131,0.053,0.162,0.864,0.696,0.684,0.908,0.154,0.841,0.386,0.229,0.989]",0.6711,116,2026-04-27 15:58:54,2026-06-01 08:40:21,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
886,memory_leak,checkout-web-rampup,prod-use2-eks,checkout,"[0.428,0.524,0.869,0.162,0.453,0.994,0.151,0.87,0.437,0.908,0.955,0.256]",0.5322,119,2026-04-26 23:07:12,2026-06-16 03:16:20,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
887,crashloop,orders-api-plateau,prod-use2-eks,orders,"[0.42,0.987,0.89,0.316,0.871,0.528,0.37,0.115,0.613,0.481,0.355,0.274]",0.8313,108,2026-04-25 18:03:51,2026-06-15 15:25:58,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
888,oom,search-api-plateau,prod-use2-eks,search,"[0.538,0.051,0.666,0.843,0.177,0.451,0.372,0.845,0.521,0.356,0.893,0.093]",0.7648,144,2026-05-20 03:09:58,2026-06-18 16:36:43,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
889,memory_leak,session-store-sawtooth,prod-usw2-eks,identity,"[0.244,0.503,0.993,0.612,0.338,0.008,0.262,0.803,0.343,0.855,0.787,0.484]",0.6661,169,2026-05-08 01:52:16,2026-05-29 17:50:52,"{""svc"":""session-store"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
890,crashloop,auth-gateway-rampup,prod-usw2-eks,identity,"[0.686,0.934,0.487,0.889,0.334,0.989,0.059,0.091,0.541,0.65,0.88,0.525]",0.8424,138,2026-05-20 12:35:12,2026-05-25 10:58:15,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
891,latency,checkout-web-sawtooth,prod-use2-eks,checkout,"[0.032,0.438,0.062,0.574,0.895,0.341,0.251,0.482,0.065,0.036,0.994,0.474]",0.7003,136,2026-05-09 19:21:32,2026-06-06 08:34:02,"{""svc"":""checkout-web"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
892,cpu_spike,ledger-svc-spike,prod-usw2-eks,ledger,"[0.178,0.751,0.858,0.545,0.226,0.642,0.577,0.497,0.279,0.686,0.702,0.859]",0.896,110,2026-05-01 14:32:55,2026-06-19 16:18:43,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
893,latency,orders-worker-plateau,prod-usw2-eks,orders,"[0.639,0.674,0.15,0.625,0.894,0.453,0.676,0.825,0.25,0.958,0.118,0.218]",0.8641,103,2026-05-05 03:11:19,2026-06-12 15:57:10,"{""svc"":""orders-worker"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
894,oom,payments-worker-plateau,prod-usw2-eks,payments,"[0.292,0.039,0.653,0.341,0.853,0.93,0.479,0.4,0.594,0.955,0.402,0.598]",0.6301,69,2026-04-30 17:17:06,2026-06-12 00:47:50,"{""svc"":""payments-worker"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
895,memory_leak,auth-gateway-plateau,prod-usw2-eks,identity,"[0.92,0.473,0.067,0.009,0.91,0.785,0.88,0.025,0.166,0.977,0.49,0.875]",0.8328,159,2026-05-11 00:06:23,2026-05-24 22:48:25,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
896,crashloop,notifications-plateau,prod-use2-eks,notifications,"[0.412,0.917,0.227,0.835,0.368,0.799,0.436,0.528,0.11,0.446,0.217,0.189]",0.704,139,2026-05-17 14:45:19,2026-06-02 18:18:06,"{""svc"":""notifications"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
897,crashloop,payments-api-rampup,prod-use2-eks,payments,"[0.266,0.734,0.469,0.491,0.696,0.826,0.149,0.36,0.289,0.16,0.514,0.622]",0.6386,55,2026-05-11 09:56:40,2026-05-27 11:24:28,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
898,memory_leak,ledger-svc-sawtooth,prod-use2-eks,ledger,"[0.852,0.446,0.674,0.798,0.332,0.833,0.851,0.634,0.896,0.7,0.944,0.304]",0.6736,36,2026-04-30 07:13:01,2026-05-27 17:25:22,"{""svc"":""ledger-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
899,crashloop,orders-worker-rampup,prod-usw2-eks,orders,"[0.781,0.439,0.871,0.653,0.849,0.094,0.834,0.564,0.895,0.096,0.817,0.364]",0.9332,186,2026-05-22 09:11:06,2026-06-19 06:57:11,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
900,cpu_spike,payments-api-sawtooth,prod-use2-eks,payments,"[0.668,0.939,0.299,0.722,0.778,0.006,0.722,0.557,0.086,0.829,0.271,0.71]",0.818,121,2026-05-16 22:56:23,2026-06-21 20:53:43,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
