id,agent_id,agent_type,agent_layer,cluster_group,environment,status,last_heartbeat,uptime_seconds,messages_processed,predictions_made,escalations_sent,actions_executed,created_at,updated_at
904,cluster_manager-staging-use2-eks-h017,cluster_manager,manager,staging-use2-eks,staging,active,2026-06-23 11:59:59,4313,401866,1848,3352,2348,2026-06-23 10:48:07,2026-06-23 12:00:00
905,cluster_manager-staging-use2-eks-h018,cluster_manager,manager,staging-use2-eks,staging,active,2026-06-23 11:55:52,2432329,288188,4052,3770,4985,2026-05-26 08:21:11,2026-06-23 12:00:00
906,cluster_manager-staging-use2-eks-h019,cluster_manager,manager,staging-use2-eks,staging,active,2026-06-23 11:57:05,925028,228182,10186,875,7505,2026-06-12 19:02:52,2026-06-23 12:00:00
907,cluster_manager-staging-use2-eks-h020,cluster_manager,manager,staging-use2-eks,staging,active,2026-06-23 11:55:33,804239,353974,29616,669,2875,2026-06-14 04:36:01,2026-06-23 12:00:00
908,cluster_manager-staging-use2-eks-h021,cluster_manager,manager,staging-use2-eks,staging,active,2026-06-23 11:59:08,1265702,5747,22365,1209,6584,2026-06-08 20:24:58,2026-06-23 12:00:00
909,cluster_manager-staging-use2-eks-h022,cluster_manager,manager,staging-use2-eks,staging,active,2026-06-23 11:55:52,1982211,76493,23541,1920,4305,2026-05-31 13:23:09,2026-06-23 12:00:00
910,cluster_manager-staging-use2-eks-h023,cluster_manager,manager,staging-use2-eks,staging,active,2026-06-23 11:57:49,2364828,390034,31776,1071,7799,2026-05-27 03:06:12,2026-06-23 12:00:00
911,cluster_manager-staging-use2-eks-h024,cluster_manager,manager,staging-use2-eks,staging,active,2026-06-23 11:55:19,446768,151620,9877,1147,6124,2026-06-18 07:53:52,2026-06-23 12:00:00
912,cluster_manager-staging-use2-eks-h025,cluster_manager,manager,staging-use2-eks,staging,degraded,2026-06-23 11:56:37,1176357,40889,39973,508,3853,2026-06-09 21:14:03,2026-06-23 12:00:00
913,cluster_manager-staging-use2-eks-h026,cluster_manager,manager,staging-use2-eks,staging,degraded,2026-06-23 11:59:34,326081,41883,5386,3097,3270,2026-06-19 17:25:19,2026-06-23 12:00:00
914,cluster_manager-staging-use2-eks-h027,cluster_manager,manager,staging-use2-eks,staging,active,2026-06-23 11:58:54,1866534,191952,10297,3305,3176,2026-06-01 21:31:06,2026-06-23 12:00:00
915,cluster_manager-staging-use2-eks-h028,cluster_manager,manager,staging-use2-eks,staging,active,2026-06-23 11:56:07,1851378,200289,1148,678,5314,2026-06-02 01:43:42,2026-06-23 12:00:00
916,cluster_manager-staging-use2-eks-h029,cluster_manager,manager,staging-use2-eks,staging,active,2026-06-23 11:58:07,1505551,36126,35121,417,7009,2026-06-06 01:47:29,2026-06-23 12:00:00
917,cluster_manager-staging-use2-eks-h030,cluster_manager,manager,staging-use2-eks,staging,degraded,2026-06-23 11:59:39,89881,181577,18618,2465,1121,2026-06-22 11:01:59,2026-06-23 12:00:00
918,cluster_manager-staging-use2-eks-h031,cluster_manager,manager,staging-use2-eks,staging,stopped,2026-06-23 11:56:50,1485756,492446,28801,2711,1528,2026-06-06 07:17:24,2026-06-23 12:00:00
919,cluster_manager-staging-use2-eks-h032,cluster_manager,manager,staging-use2-eks,staging,active,2026-06-23 11:56:47,1811556,460429,39003,1031,7067,2026-06-02 12:47:24,2026-06-23 12:00:00
920,cluster_manager-staging-use2-eks-h033,cluster_manager,manager,staging-use2-eks,staging,degraded,2026-06-23 11:56:21,1647552,283735,542,3182,561,2026-06-04 10:20:48,2026-06-23 12:00:00
921,strategist-staging-use2-eks-h000,strategist,strategist,staging-use2-eks,staging,degraded,2026-06-23 11:55:08,1071906,414580,20152,3018,4457,2026-06-11 02:14:54,2026-06-23 12:00:00
922,strategist-staging-use2-eks-h001,strategist,strategist,staging-use2-eks,staging,stopped,2026-06-23 11:58:31,827167,336855,20376,1236,7439,2026-06-13 22:13:53,2026-06-23 12:00:00
923,strategist-staging-use2-eks-h002,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:57:36,2441283,492937,12121,3116,4347,2026-05-26 05:51:57,2026-06-23 12:00:00
924,strategist-staging-use2-eks-h003,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:56:15,1826926,44308,39341,3844,7709,2026-06-02 08:31:14,2026-06-23 12:00:00
925,strategist-staging-use2-eks-h004,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:57:42,375951,282134,38784,247,1204,2026-06-19 03:34:09,2026-06-23 12:00:00
926,strategist-staging-use2-eks-h005,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:58:07,1355555,9830,309,1723,3250,2026-06-07 19:27:25,2026-06-23 12:00:00
927,strategist-staging-use2-eks-h006,strategist,strategist,staging-use2-eks,staging,stopped,2026-06-23 11:55:20,29710,316584,33954,2316,3629,2026-06-23 03:44:50,2026-06-23 12:00:00
928,strategist-staging-use2-eks-h007,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:58:14,942723,1415,13342,1189,17,2026-06-12 14:07:57,2026-06-23 12:00:00
929,strategist-staging-use2-eks-h008,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:55:26,1934135,383331,29813,3801,6727,2026-06-01 02:44:25,2026-06-23 12:00:00
930,strategist-staging-use2-eks-h009,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:55:57,334034,278587,3765,2637,2588,2026-06-19 15:12:46,2026-06-23 12:00:00
931,strategist-staging-use2-eks-h010,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:55:44,1852259,146218,38256,1687,6501,2026-06-02 01:29:01,2026-06-23 12:00:00
932,strategist-staging-use2-eks-h011,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:55:05,1585790,447762,17976,494,7746,2026-06-05 03:30:10,2026-06-23 12:00:00
933,strategist-staging-use2-eks-h012,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:57:52,2012180,322532,32151,1832,5860,2026-05-31 05:03:40,2026-06-23 12:00:00
934,strategist-staging-use2-eks-h013,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:57:28,1658640,36972,36221,127,4930,2026-06-04 07:16:00,2026-06-23 12:00:00
935,strategist-staging-use2-eks-h014,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:59:29,484885,248652,17360,3167,3647,2026-06-17 21:18:35,2026-06-23 12:00:00
936,strategist-staging-use2-eks-h015,strategist,strategist,staging-use2-eks,staging,stopped,2026-06-23 11:59:10,29279,379608,3764,889,2160,2026-06-23 03:52:01,2026-06-23 12:00:00
937,strategist-staging-use2-eks-h016,strategist,strategist,staging-use2-eks,staging,degraded,2026-06-23 11:56:13,491994,332828,25923,2892,1249,2026-06-17 19:20:06,2026-06-23 12:00:00
938,strategist-staging-use2-eks-h017,strategist,strategist,staging-use2-eks,staging,degraded,2026-06-23 11:59:35,1134676,102291,21236,3400,7684,2026-06-10 08:48:44,2026-06-23 12:00:00
939,strategist-staging-use2-eks-h018,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:58:26,1659900,477925,8347,1395,7762,2026-06-04 06:55:00,2026-06-23 12:00:00
940,strategist-staging-use2-eks-h019,strategist,strategist,staging-use2-eks,staging,stopped,2026-06-23 11:58:11,555592,247717,16618,429,1636,2026-06-17 01:40:08,2026-06-23 12:00:00
941,strategist-staging-use2-eks-h020,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:55:02,1450822,418147,23126,3997,1117,2026-06-06 16:59:38,2026-06-23 12:00:00
942,strategist-staging-use2-eks-h021,strategist,strategist,staging-use2-eks,staging,degraded,2026-06-23 11:57:46,1000371,252027,28054,335,6857,2026-06-11 22:07:09,2026-06-23 12:00:00
943,strategist-staging-use2-eks-h022,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:58:54,1199361,146885,12245,3692,7528,2026-06-09 14:50:39,2026-06-23 12:00:00
944,strategist-staging-use2-eks-h023,strategist,strategist,staging-use2-eks,staging,stopped,2026-06-23 11:58:44,24786,224839,13954,2298,2070,2026-06-23 05:06:54,2026-06-23 12:00:00
945,strategist-staging-use2-eks-h024,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:55:03,1609246,173848,3151,1032,527,2026-06-04 20:59:14,2026-06-23 12:00:00
946,strategist-staging-use2-eks-h025,strategist,strategist,staging-use2-eks,staging,stopped,2026-06-23 11:58:17,774546,362045,16647,2705,2941,2026-06-14 12:50:54,2026-06-23 12:00:00
947,strategist-staging-use2-eks-h026,strategist,strategist,staging-use2-eks,staging,degraded,2026-06-23 11:58:45,795127,373187,15102,2234,3540,2026-06-14 07:07:53,2026-06-23 12:00:00
948,strategist-staging-use2-eks-h027,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:56:35,464555,279684,1125,295,4227,2026-06-18 02:57:25,2026-06-23 12:00:00
949,strategist-staging-use2-eks-h028,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:57:28,1489897,402261,30044,1659,2163,2026-06-06 06:08:23,2026-06-23 12:00:00
950,strategist-staging-use2-eks-h029,strategist,strategist,staging-use2-eks,staging,stopped,2026-06-23 11:58:33,1025533,488070,31708,502,3691,2026-06-11 15:07:47,2026-06-23 12:00:00
951,strategist-staging-use2-eks-h030,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:57:03,1432837,157304,18521,3058,6592,2026-06-06 21:59:23,2026-06-23 12:00:00
952,strategist-staging-use2-eks-h031,strategist,strategist,staging-use2-eks,staging,degraded,2026-06-23 11:59:36,730416,247487,7382,1062,1638,2026-06-15 01:06:24,2026-06-23 12:00:00
953,strategist-staging-use2-eks-h032,strategist,strategist,staging-use2-eks,staging,active,2026-06-23 11:58:37,1886277,390349,28148,647,1170,2026-06-01 16:02:03,2026-06-23 12:00:00
954,strategist-staging-use2-eks-h033,strategist,strategist,staging-use2-eks,staging,degraded,2026-06-23 11:57:13,579443,110468,6676,1050,6566,2026-06-16 19:02:37,2026-06-23 12:00:00
955,worker-dr-use1-eks-h000,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:57:06,1242101,490669,26138,3262,4108,2026-06-09 02:58:19,2026-06-23 12:00:00
956,worker-dr-use1-eks-h001,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:58:32,532115,170131,4755,2023,2582,2026-06-17 08:11:25,2026-06-23 12:00:00
957,worker-dr-use1-eks-h002,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:59:11,1527429,195295,36372,2856,4742,2026-06-05 19:42:51,2026-06-23 12:00:00
958,worker-dr-use1-eks-h003,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:59:36,138607,25020,25404,3920,7548,2026-06-21 21:29:53,2026-06-23 12:00:00
959,worker-dr-use1-eks-h004,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:58:18,349653,13151,8850,322,6691,2026-06-19 10:52:27,2026-06-23 12:00:00
960,worker-dr-use1-eks-h005,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:55:16,486425,218121,1614,3570,2680,2026-06-17 20:52:55,2026-06-23 12:00:00
961,worker-dr-use1-eks-h006,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:58:12,901143,313016,38013,1907,5151,2026-06-13 01:40:57,2026-06-23 12:00:00
962,worker-dr-use1-eks-h007,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:58:34,2229184,357577,4277,2144,7289,2026-05-28 16:46:56,2026-06-23 12:00:00
963,worker-dr-use1-eks-h008,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:59:13,2287370,388125,38873,3071,2317,2026-05-28 00:37:10,2026-06-23 12:00:00
964,worker-dr-use1-eks-h009,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:55:31,1228612,441354,3377,2997,6800,2026-06-09 06:43:08,2026-06-23 12:00:00
965,worker-dr-use1-eks-h010,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:59:30,766371,200680,20343,594,2830,2026-06-14 15:07:09,2026-06-23 12:00:00
966,worker-dr-use1-eks-h011,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:58:36,192447,207784,14501,1431,2942,2026-06-21 06:32:33,2026-06-23 12:00:00
967,worker-dr-use1-eks-h012,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:59:56,1395121,40154,36696,130,1663,2026-06-07 08:27:59,2026-06-23 12:00:00
968,worker-dr-use1-eks-h013,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:55:40,367287,110469,16620,2124,6074,2026-06-19 05:58:33,2026-06-23 12:00:00
969,worker-dr-use1-eks-h014,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:55:49,171791,401757,2385,3303,3232,2026-06-21 12:16:49,2026-06-23 12:00:00
970,worker-dr-use1-eks-h015,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:58:22,1703231,45391,5496,198,2076,2026-06-03 18:52:49,2026-06-23 12:00:00
971,worker-dr-use1-eks-h016,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:57:29,226482,50724,26398,1191,7296,2026-06-20 21:05:18,2026-06-23 12:00:00
972,worker-dr-use1-eks-h017,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:57:46,752429,59790,9257,3287,7274,2026-06-14 18:59:31,2026-06-23 12:00:00
973,worker-dr-use1-eks-h018,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:59:15,371851,262783,9713,2008,898,2026-06-19 04:42:29,2026-06-23 12:00:00
974,worker-dr-use1-eks-h019,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:56,1270583,314175,35087,1773,5402,2026-06-08 19:03:37,2026-06-23 12:00:00
975,worker-dr-use1-eks-h020,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:41,753082,13282,31940,660,1723,2026-06-14 18:48:38,2026-06-23 12:00:00
976,worker-dr-use1-eks-h021,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:59:39,2041407,287079,18176,2318,5675,2026-05-30 20:56:33,2026-06-23 12:00:00
977,worker-dr-use1-eks-h022,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:58:36,2446324,139371,39970,1433,998,2026-05-26 04:27:56,2026-06-23 12:00:00
978,worker-dr-use1-eks-h023,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:57:33,387578,481388,9922,3367,7977,2026-06-19 00:20:22,2026-06-23 12:00:00
979,worker-dr-use1-eks-h024,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:59:47,2227158,157061,7054,1164,5670,2026-05-28 17:20:42,2026-06-23 12:00:00
980,worker-dr-use1-eks-h025,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:55:47,1706899,398228,16802,614,1606,2026-06-03 17:51:41,2026-06-23 12:00:00
981,worker-dr-use1-eks-h026,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:55:07,1852283,212649,23725,1517,5181,2026-06-02 01:28:37,2026-06-23 12:00:00
982,worker-dr-use1-eks-h027,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:56:03,1483381,131513,39373,3186,2297,2026-06-06 07:56:59,2026-06-23 12:00:00
983,worker-dr-use1-eks-h028,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:32,410164,242470,25847,3018,4889,2026-06-18 18:03:56,2026-06-23 12:00:00
984,worker-dr-use1-eks-h029,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:59:24,1373985,100161,15618,2086,6137,2026-06-07 14:20:15,2026-06-23 12:00:00
985,worker-dr-use1-eks-h030,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:31,1391823,54126,25763,3758,3615,2026-06-07 09:22:57,2026-06-23 12:00:00
986,worker-dr-use1-eks-h031,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:58:23,1601790,386534,5878,3896,4882,2026-06-04 23:03:30,2026-06-23 12:00:00
987,worker-dr-use1-eks-h032,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:57:28,2303511,331425,4743,2640,2105,2026-05-27 20:08:09,2026-06-23 12:00:00
988,worker-dr-use1-eks-h033,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:55:38,2063916,19484,37569,1167,1158,2026-05-30 14:41:24,2026-06-23 12:00:00
989,worker-dr-use1-eks-h000,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:58:52,2163777,423287,22846,2663,4675,2026-05-29 10:57:03,2026-06-23 12:00:00
990,worker-dr-use1-eks-h001,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:57:11,2483759,312295,23848,1310,1444,2026-05-25 18:04:01,2026-06-23 12:00:00
991,worker-dr-use1-eks-h002,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:55:28,304395,494022,35217,3409,6853,2026-06-19 23:26:45,2026-06-23 12:00:00
992,worker-dr-use1-eks-h003,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:58:11,1824797,38165,38366,1718,4101,2026-06-02 09:06:43,2026-06-23 12:00:00
993,worker-dr-use1-eks-h004,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:03,1001905,495809,30268,840,985,2026-06-11 21:41:35,2026-06-23 12:00:00
994,worker-dr-use1-eks-h005,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:58:06,2465624,44723,34277,1825,5898,2026-05-25 23:06:16,2026-06-23 12:00:00
995,worker-dr-use1-eks-h006,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:18,2146363,373658,10572,1440,1208,2026-05-29 15:47:17,2026-06-23 12:00:00
996,worker-dr-use1-eks-h007,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:58:09,1365626,326070,16754,861,934,2026-06-07 16:39:34,2026-06-23 12:00:00
997,worker-dr-use1-eks-h008,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:59:02,1941406,468511,2458,1090,5665,2026-06-01 00:43:14,2026-06-23 12:00:00
998,worker-dr-use1-eks-h009,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:59:08,832293,68555,26148,1457,2040,2026-06-13 20:48:27,2026-06-23 12:00:00
999,worker-dr-use1-eks-h010,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:56:52,2263355,271469,37215,3613,7306,2026-05-28 07:17:25,2026-06-23 12:00:00
1000,worker-dr-use1-eks-h011,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:57:06,674963,367111,35037,3091,6004,2026-06-15 16:30:37,2026-06-23 12:00:00
1001,worker-dr-use1-eks-h012,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:57:14,1570243,266048,34885,2032,6601,2026-06-05 07:49:17,2026-06-23 12:00:00
1002,worker-dr-use1-eks-h013,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:57:50,1683047,4358,36992,2884,5378,2026-06-04 00:29:13,2026-06-23 12:00:00
1003,worker-dr-use1-eks-h014,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:57:26,27554,407623,21051,3707,4467,2026-06-23 04:20:46,2026-06-23 12:00:00
1004,worker-dr-use1-eks-h015,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:58:08,1887941,254956,7370,1090,2103,2026-06-01 15:34:19,2026-06-23 12:00:00
1005,worker-dr-use1-eks-h016,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:57:29,1975905,363498,14627,3347,237,2026-05-31 15:08:15,2026-06-23 12:00:00
1006,worker-dr-use1-eks-h017,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:19,2500540,130357,1293,1936,7926,2026-05-25 13:24:20,2026-06-23 12:00:00
1007,worker-dr-use1-eks-h018,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:55:16,221585,167095,27247,128,7677,2026-06-20 22:26:55,2026-06-23 12:00:00
1008,worker-dr-use1-eks-h019,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:59:26,1616066,428425,11899,503,3233,2026-06-04 19:05:34,2026-06-23 12:00:00
1009,worker-dr-use1-eks-h020,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:08,1887469,429144,1873,3772,815,2026-06-01 15:42:11,2026-06-23 12:00:00
1010,worker-dr-use1-eks-h021,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:55:17,1116059,225091,2264,517,843,2026-06-10 13:59:01,2026-06-23 12:00:00
1011,worker-dr-use1-eks-h022,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:44,1037601,290811,32328,807,6704,2026-06-11 11:46:39,2026-06-23 12:00:00
1012,worker-dr-use1-eks-h023,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:55:46,2315861,440600,7292,2154,1530,2026-05-27 16:42:19,2026-06-23 12:00:00
1013,worker-dr-use1-eks-h024,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:58:50,1541746,260423,16534,471,6909,2026-06-05 15:44:14,2026-06-23 12:00:00
1014,worker-dr-use1-eks-h025,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:57:30,1261136,182470,35702,3043,69,2026-06-08 21:41:04,2026-06-23 12:00:00
1015,worker-dr-use1-eks-h026,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:49,682937,86099,11993,3622,131,2026-06-15 14:17:43,2026-06-23 12:00:00
1016,worker-dr-use1-eks-h027,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:58:50,286486,88238,36775,1072,952,2026-06-20 04:25:14,2026-06-23 12:00:00
1017,worker-dr-use1-eks-h028,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:39,567613,166704,26824,1216,4734,2026-06-16 22:19:47,2026-06-23 12:00:00
1018,worker-dr-use1-eks-h029,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:56:44,2215992,483902,13496,1346,4998,2026-05-28 20:26:48,2026-06-23 12:00:00
1019,worker-dr-use1-eks-h030,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:55:09,532417,369759,14696,3704,2279,2026-06-17 08:06:23,2026-06-23 12:00:00
1020,worker-dr-use1-eks-h031,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:55:57,959780,205671,17300,565,2779,2026-06-12 09:23:40,2026-06-23 12:00:00
1021,worker-dr-use1-eks-h032,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:57:56,1125025,281358,424,2206,4481,2026-06-10 11:29:35,2026-06-23 12:00:00
1022,worker-dr-use1-eks-h033,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:58:50,299890,212478,23565,2859,7317,2026-06-20 00:41:50,2026-06-23 12:00:00
1023,worker-dr-use1-eks-h000,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:55:35,1813716,281968,7182,2616,2563,2026-06-02 12:11:24,2026-06-23 12:00:00
1024,worker-dr-use1-eks-h001,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:59:12,1490982,419930,16187,1989,5979,2026-06-06 05:50:18,2026-06-23 12:00:00
1025,worker-dr-use1-eks-h002,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:55:16,1069567,200210,29933,315,3329,2026-06-11 02:53:53,2026-06-23 12:00:00
1026,worker-dr-use1-eks-h003,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:58:19,2444937,414714,5745,2839,648,2026-05-26 04:51:03,2026-06-23 12:00:00
1027,worker-dr-use1-eks-h004,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:59:40,1279979,6134,28677,31,678,2026-06-08 16:27:01,2026-06-23 12:00:00
1028,worker-dr-use1-eks-h005,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:10,2362802,320584,2145,3420,5745,2026-05-27 03:39:58,2026-06-23 12:00:00
1029,worker-dr-use1-eks-h006,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:57:38,956955,162730,28152,2106,6103,2026-06-12 10:10:45,2026-06-23 12:00:00
1030,worker-dr-use1-eks-h007,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:57:25,1503172,112877,22681,1768,6262,2026-06-06 02:27:08,2026-06-23 12:00:00
1031,worker-dr-use1-eks-h008,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:58:40,1301303,349651,35917,628,2272,2026-06-08 10:31:37,2026-06-23 12:00:00
1032,worker-dr-use1-eks-h009,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:01,1845261,76142,14841,2665,1684,2026-06-02 03:25:39,2026-06-23 12:00:00
1033,worker-dr-use1-eks-h010,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:57:24,903536,334929,30411,2676,6487,2026-06-13 01:01:04,2026-06-23 12:00:00
1034,worker-dr-use1-eks-h011,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:55:56,2506991,469561,18565,2955,5233,2026-05-25 11:36:49,2026-06-23 12:00:00
1035,worker-dr-use1-eks-h012,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:56:00,1146462,74560,18594,3426,5537,2026-06-10 05:32:18,2026-06-23 12:00:00
1036,worker-dr-use1-eks-h013,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:58:58,1272867,333537,32365,660,6585,2026-06-08 18:25:33,2026-06-23 12:00:00
1037,worker-dr-use1-eks-h014,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:12,1981689,108121,5111,3491,6375,2026-05-31 13:31:51,2026-06-23 12:00:00
1038,worker-dr-use1-eks-h015,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:42,760069,410613,36276,2995,4588,2026-06-14 16:52:11,2026-06-23 12:00:00
1039,worker-dr-use1-eks-h016,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:59:53,1085385,359250,20180,2634,1522,2026-06-10 22:30:15,2026-06-23 12:00:00
1040,worker-dr-use1-eks-h017,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:55:03,730102,167556,22081,2223,2116,2026-06-15 01:11:38,2026-06-23 12:00:00
1041,worker-dr-use1-eks-h018,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:55:01,1284780,291935,27669,2261,5748,2026-06-08 15:07:00,2026-06-23 12:00:00
1042,worker-dr-use1-eks-h019,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:03,1624326,498684,17293,3643,6526,2026-06-04 16:47:54,2026-06-23 12:00:00
1043,worker-dr-use1-eks-h020,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:55:28,1572812,74612,18610,2048,1432,2026-06-05 07:06:28,2026-06-23 12:00:00
1044,worker-dr-use1-eks-h021,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:58:08,2002865,44314,13832,879,3806,2026-05-31 07:38:55,2026-06-23 12:00:00
1045,worker-dr-use1-eks-h022,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:59:10,16881,373934,19403,1628,876,2026-06-23 07:18:39,2026-06-23 12:00:00
1046,worker-dr-use1-eks-h023,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:57:25,1467909,140647,25590,3347,7570,2026-06-06 12:14:51,2026-06-23 12:00:00
1047,worker-dr-use1-eks-h024,worker,worker,dr-use1-eks,dr,degraded,2026-06-23 11:59:35,1794814,77244,31015,428,4313,2026-06-02 17:26:26,2026-06-23 12:00:00
1048,worker-dr-use1-eks-h025,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:59:04,1829486,230553,22342,2608,5599,2026-06-02 07:48:34,2026-06-23 12:00:00
1049,worker-dr-use1-eks-h026,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:55:02,66409,93300,25864,414,6822,2026-06-22 17:33:11,2026-06-23 12:00:00
1050,worker-dr-use1-eks-h027,worker,worker,dr-use1-eks,dr,stopped,2026-06-23 11:57:00,2439551,427678,7189,3732,5441,2026-05-26 06:20:49,2026-06-23 12:00:00
1051,worker-dr-use1-eks-h028,worker,worker,dr-use1-eks,dr,active,2026-06-23 11:56:16,2304723,326020,36260,2611,5747,2026-05-27 19:47:57,2026-06-23 12:00:00
