id,agent_name,agent_type,status,cluster_name,last_heartbeat,metadata,created_at,updated_at
820,worker-prod-usw2-eks-02,worker,active,prod-usw2-eks,2026-06-23 11:57:05,"{""version"":""1.4.2"",""queue_depth"":24,""load"":0.35}",2026-06-02 12:55:00,2026-06-23 12:00:00
821,worker-dr-use1-eks-02,worker,idle,dr-use1-eks,2026-06-23 11:50:24,"{""version"":""1.4.2"",""queue_depth"":18,""load"":0.17}",2026-06-13 18:49:43,2026-06-23 12:00:00
822,worker-prod-use2-eks-04,worker,degraded,prod-use2-eks,2026-06-23 11:51:01,"{""version"":""1.4.2"",""queue_depth"":26,""load"":0.05}",2026-06-16 16:59:15,2026-06-23 12:00:00
823,worker-dr-use1-eks-04,worker,active,dr-use1-eks,2026-06-23 11:59:06,"{""version"":""1.4.2"",""queue_depth"":6,""load"":0.72}",2026-05-25 22:55:38,2026-06-23 12:00:00
824,worker-prod-use2-eks-02,worker,degraded,prod-use2-eks,2026-06-23 11:56:08,"{""version"":""1.4.2"",""queue_depth"":2,""load"":0.45}",2026-05-31 02:06:00,2026-06-23 12:00:00
825,strategist-dr-use1-eks-00,strategist,active,dr-use1-eks,2026-06-23 11:54:43,"{""version"":""1.4.2"",""queue_depth"":8,""load"":0.42}",2026-06-10 02:37:43,2026-06-23 12:00:00
826,worker-prod-use2-eks-00,worker,active,prod-use2-eks,2026-06-23 11:53:26,"{""version"":""1.4.2"",""queue_depth"":4,""load"":0.78}",2026-05-29 02:15:11,2026-06-23 12:00:00
827,worker-dr-use1-eks-05,worker,active,dr-use1-eks,2026-06-23 11:57:26,"{""version"":""1.4.2"",""queue_depth"":25,""load"":0.48}",2026-06-11 08:31:30,2026-06-23 12:00:00
828,strategist-prod-use2-eks-00,strategist,active,prod-use2-eks,2026-06-23 11:58:00,"{""version"":""1.4.2"",""queue_depth"":45,""load"":0.5}",2026-06-23 11:28:57,2026-06-23 12:00:00
829,worker-dr-use1-eks-02,worker,active,dr-use1-eks,2026-06-23 11:59:00,"{""version"":""1.4.2"",""queue_depth"":9,""load"":0.09}",2026-05-31 15:41:21,2026-06-23 12:00:00
830,worker-prod-use2-eks-01,worker,active,prod-use2-eks,2026-06-23 11:52:35,"{""version"":""1.4.2"",""queue_depth"":32,""load"":0.58}",2026-06-14 18:55:43,2026-06-23 12:00:00
831,worker-prod-usw2-eks-00,worker,active,prod-usw2-eks,2026-06-23 11:53:59,"{""version"":""1.4.2"",""queue_depth"":39,""load"":0.82}",2026-06-02 14:42:50,2026-06-23 12:00:00
832,worker-staging-use2-eks-05,worker,degraded,staging-use2-eks,2026-06-23 11:54:49,"{""version"":""1.4.2"",""queue_depth"":7,""load"":0.37}",2026-06-13 15:54:38,2026-06-23 12:00:00
833,worker-prod-use2-eks-03,worker,degraded,prod-use2-eks,2026-06-23 11:57:36,"{""version"":""1.4.2"",""queue_depth"":31,""load"":0.3}",2026-06-07 04:55:39,2026-06-23 12:00:00
834,worker-staging-use2-eks-05,worker,idle,staging-use2-eks,2026-06-23 11:55:53,"{""version"":""1.4.2"",""queue_depth"":33,""load"":0.96}",2026-05-26 22:49:13,2026-06-23 12:00:00
835,worker-dr-use1-eks-01,worker,active,dr-use1-eks,2026-06-23 11:54:35,"{""version"":""1.4.2"",""queue_depth"":33,""load"":0.16}",2026-06-13 11:19:35,2026-06-23 12:00:00
836,cluster_manager-prod-use2-eks-01,cluster_manager,degraded,prod-use2-eks,2026-06-23 11:54:28,"{""version"":""1.4.2"",""queue_depth"":12,""load"":0.34}",2026-06-16 08:15:55,2026-06-23 12:00:00
837,cluster_manager-dr-use1-eks-01,cluster_manager,degraded,dr-use1-eks,2026-06-23 11:55:24,"{""version"":""1.4.2"",""queue_depth"":50,""load"":0.68}",2026-06-21 09:31:06,2026-06-23 12:00:00
838,strategist-staging-use2-eks-00,strategist,degraded,staging-use2-eks,2026-06-23 11:59:01,"{""version"":""1.4.2"",""queue_depth"":46,""load"":0.94}",2026-06-03 23:25:03,2026-06-23 12:00:00
839,strategist-prod-use2-eks-00,strategist,active,prod-use2-eks,2026-06-23 11:58:50,"{""version"":""1.4.2"",""queue_depth"":36,""load"":0.43}",2026-06-18 09:44:06,2026-06-23 12:00:00
840,worker-prod-usw2-eks-05,worker,active,prod-usw2-eks,2026-06-23 11:51:04,"{""version"":""1.4.2"",""queue_depth"":14,""load"":0.21}",2026-06-08 13:30:21,2026-06-23 12:00:00
841,strategist-dr-use1-eks-00,strategist,degraded,dr-use1-eks,2026-06-23 11:55:42,"{""version"":""1.4.2"",""queue_depth"":47,""load"":0.78}",2026-06-18 02:44:12,2026-06-23 12:00:00
842,worker-prod-usw2-eks-05,worker,idle,prod-usw2-eks,2026-06-23 11:50:45,"{""version"":""1.4.2"",""queue_depth"":40,""load"":0.57}",2026-06-20 07:43:28,2026-06-23 12:00:00
843,worker-prod-use2-eks-04,worker,active,prod-use2-eks,2026-06-23 11:58:01,"{""version"":""1.4.2"",""queue_depth"":22,""load"":0.64}",2026-05-24 13:51:43,2026-06-23 12:00:00
844,worker-dr-use1-eks-05,worker,active,dr-use1-eks,2026-06-23 11:54:35,"{""version"":""1.4.2"",""queue_depth"":13,""load"":0.46}",2026-06-17 07:56:33,2026-06-23 12:00:00
845,worker-staging-use2-eks-05,worker,idle,staging-use2-eks,2026-06-23 11:58:43,"{""version"":""1.4.2"",""queue_depth"":11,""load"":0.87}",2026-06-14 21:00:24,2026-06-23 12:00:00
846,worker-prod-usw2-eks-03,worker,active,prod-usw2-eks,2026-06-23 11:53:54,"{""version"":""1.4.2"",""queue_depth"":30,""load"":0.3}",2026-06-23 05:10:49,2026-06-23 12:00:00
847,worker-staging-use2-eks-00,worker,active,staging-use2-eks,2026-06-23 11:58:44,"{""version"":""1.4.2"",""queue_depth"":46,""load"":0.8}",2026-05-27 21:12:24,2026-06-23 12:00:00
848,worker-prod-usw2-eks-01,worker,degraded,prod-usw2-eks,2026-06-23 11:59:16,"{""version"":""1.4.2"",""queue_depth"":12,""load"":0.08}",2026-06-05 23:29:32,2026-06-23 12:00:00
849,worker-staging-use2-eks-01,worker,idle,staging-use2-eks,2026-06-23 11:50:26,"{""version"":""1.4.2"",""queue_depth"":24,""load"":0.64}",2026-06-19 02:45:24,2026-06-23 12:00:00
850,cluster_manager-staging-use2-eks-01,cluster_manager,active,staging-use2-eks,2026-06-23 11:56:32,"{""version"":""1.4.2"",""queue_depth"":27,""load"":0.07}",2026-06-09 15:26:44,2026-06-23 12:00:00
851,worker-prod-usw2-eks-04,worker,active,prod-usw2-eks,2026-06-23 11:54:14,"{""version"":""1.4.2"",""queue_depth"":32,""load"":0.76}",2026-06-21 15:46:10,2026-06-23 12:00:00
852,strategist-prod-use2-eks-00,strategist,active,prod-use2-eks,2026-06-23 11:59:54,"{""version"":""1.4.2"",""queue_depth"":38,""load"":0.29}",2026-05-25 09:04:32,2026-06-23 12:00:00
853,cluster_manager-staging-use2-eks-00,cluster_manager,degraded,staging-use2-eks,2026-06-23 11:51:00,"{""version"":""1.4.2"",""queue_depth"":24,""load"":0.31}",2026-06-01 15:23:07,2026-06-23 12:00:00
854,strategist-prod-usw2-eks-00,strategist,active,prod-usw2-eks,2026-06-23 11:55:57,"{""version"":""1.4.2"",""queue_depth"":33,""load"":0.45}",2026-05-26 09:38:59,2026-06-23 12:00:00
855,worker-staging-use2-eks-01,worker,active,staging-use2-eks,2026-06-23 11:51:36,"{""version"":""1.4.2"",""queue_depth"":27,""load"":0.99}",2026-06-17 08:36:55,2026-06-23 12:00:00
856,strategist-prod-usw2-eks-00,strategist,idle,prod-usw2-eks,2026-06-23 11:52:17,"{""version"":""1.4.2"",""queue_depth"":32,""load"":0.1}",2026-06-13 15:50:31,2026-06-23 12:00:00
857,worker-staging-use2-eks-05,worker,degraded,staging-use2-eks,2026-06-23 11:54:24,"{""version"":""1.4.2"",""queue_depth"":45,""load"":0.93}",2026-06-20 16:52:10,2026-06-23 12:00:00
858,worker-prod-usw2-eks-04,worker,idle,prod-usw2-eks,2026-06-23 11:51:39,"{""version"":""1.4.2"",""queue_depth"":18,""load"":0.66}",2026-06-11 03:05:53,2026-06-23 12:00:00
859,worker-dr-use1-eks-00,worker,degraded,dr-use1-eks,2026-06-23 11:57:12,"{""version"":""1.4.2"",""queue_depth"":0,""load"":0.39}",2026-06-08 00:19:18,2026-06-23 12:00:00
860,worker-prod-usw2-eks-00,worker,active,prod-usw2-eks,2026-06-23 11:58:36,"{""version"":""1.4.2"",""queue_depth"":42,""load"":0.98}",2026-05-31 12:15:39,2026-06-23 12:00:00
861,strategist-prod-usw2-eks-00,strategist,active,prod-usw2-eks,2026-06-23 11:57:53,"{""version"":""1.4.2"",""queue_depth"":35,""load"":0.23}",2026-06-18 22:31:15,2026-06-23 12:00:00
862,worker-dr-use1-eks-03,worker,active,dr-use1-eks,2026-06-23 11:50:33,"{""version"":""1.4.2"",""queue_depth"":37,""load"":0.25}",2026-05-30 03:49:59,2026-06-23 12:00:00
863,cluster_manager-staging-use2-eks-00,cluster_manager,degraded,staging-use2-eks,2026-06-23 11:53:57,"{""version"":""1.4.2"",""queue_depth"":22,""load"":0.3}",2026-06-21 02:24:13,2026-06-23 12:00:00
864,cluster_manager-staging-use2-eks-00,cluster_manager,degraded,staging-use2-eks,2026-06-23 11:51:33,"{""version"":""1.4.2"",""queue_depth"":38,""load"":0.54}",2026-05-25 01:02:07,2026-06-23 12:00:00
865,worker-dr-use1-eks-01,worker,active,dr-use1-eks,2026-06-23 11:59:18,"{""version"":""1.4.2"",""queue_depth"":38,""load"":0.11}",2026-06-09 20:38:45,2026-06-23 12:00:00
866,worker-staging-use2-eks-04,worker,idle,staging-use2-eks,2026-06-23 11:54:51,"{""version"":""1.4.2"",""queue_depth"":27,""load"":0.18}",2026-05-27 18:59:17,2026-06-23 12:00:00
867,cluster_manager-prod-use2-eks-01,cluster_manager,active,prod-use2-eks,2026-06-23 11:52:22,"{""version"":""1.4.2"",""queue_depth"":38,""load"":0.96}",2026-06-20 07:40:18,2026-06-23 12:00:00
868,worker-staging-use2-eks-04,worker,idle,staging-use2-eks,2026-06-23 11:58:52,"{""version"":""1.4.2"",""queue_depth"":0,""load"":0.35}",2026-05-27 09:37:27,2026-06-23 12:00:00
869,strategist-prod-use2-eks-00,strategist,degraded,prod-use2-eks,2026-06-23 11:56:12,"{""version"":""1.4.2"",""queue_depth"":33,""load"":0.81}",2026-06-05 00:20:04,2026-06-23 12:00:00
870,strategist-prod-use2-eks-00,strategist,idle,prod-use2-eks,2026-06-23 11:59:18,"{""version"":""1.4.2"",""queue_depth"":47,""load"":0.14}",2026-06-06 19:40:36,2026-06-23 12:00:00
871,worker-staging-use2-eks-04,worker,idle,staging-use2-eks,2026-06-23 11:58:04,"{""version"":""1.4.2"",""queue_depth"":36,""load"":0.39}",2026-06-12 16:51:05,2026-06-23 12:00:00
872,worker-prod-use2-eks-01,worker,active,prod-use2-eks,2026-06-23 11:57:15,"{""version"":""1.4.2"",""queue_depth"":23,""load"":0.25}",2026-06-19 03:29:46,2026-06-23 12:00:00
873,worker-staging-use2-eks-02,worker,degraded,staging-use2-eks,2026-06-23 11:56:53,"{""version"":""1.4.2"",""queue_depth"":33,""load"":0.72}",2026-06-20 06:11:50,2026-06-23 12:00:00
874,cluster_manager-staging-use2-eks-00,cluster_manager,degraded,staging-use2-eks,2026-06-23 11:59:58,"{""version"":""1.4.2"",""queue_depth"":23,""load"":0.22}",2026-06-14 03:32:27,2026-06-23 12:00:00
875,cluster_manager-dr-use1-eks-00,cluster_manager,active,dr-use1-eks,2026-06-23 11:55:02,"{""version"":""1.4.2"",""queue_depth"":7,""load"":0.29}",2026-06-15 17:54:11,2026-06-23 12:00:00
876,worker-prod-usw2-eks-03,worker,active,prod-usw2-eks,2026-06-23 11:57:13,"{""version"":""1.4.2"",""queue_depth"":9,""load"":0.83}",2026-06-01 08:24:32,2026-06-23 12:00:00
877,strategist-staging-use2-eks-00,strategist,active,staging-use2-eks,2026-06-23 11:58:34,"{""version"":""1.4.2"",""queue_depth"":41,""load"":0.94}",2026-06-04 22:37:17,2026-06-23 12:00:00
878,worker-prod-usw2-eks-03,worker,degraded,prod-usw2-eks,2026-06-23 11:57:48,"{""version"":""1.4.2"",""queue_depth"":34,""load"":0.5}",2026-05-28 06:30:30,2026-06-23 12:00:00
879,worker-prod-usw2-eks-04,worker,active,prod-usw2-eks,2026-06-23 11:59:58,"{""version"":""1.4.2"",""queue_depth"":2,""load"":0.6}",2026-05-24 22:47:41,2026-06-23 12:00:00
880,worker-prod-usw2-eks-02,worker,active,prod-usw2-eks,2026-06-23 11:56:34,"{""version"":""1.4.2"",""queue_depth"":5,""load"":0.25}",2026-06-23 10:55:16,2026-06-23 12:00:00
881,worker-staging-use2-eks-03,worker,degraded,staging-use2-eks,2026-06-23 11:51:09,"{""version"":""1.4.2"",""queue_depth"":45,""load"":0.32}",2026-06-07 01:42:31,2026-06-23 12:00:00
882,worker-prod-use2-eks-01,worker,degraded,prod-use2-eks,2026-06-23 11:50:44,"{""version"":""1.4.2"",""queue_depth"":31,""load"":0.45}",2026-06-18 09:53:39,2026-06-23 12:00:00
883,worker-dr-use1-eks-03,worker,degraded,dr-use1-eks,2026-06-23 11:58:34,"{""version"":""1.4.2"",""queue_depth"":6,""load"":0.91}",2026-06-03 21:53:16,2026-06-23 12:00:00
884,worker-prod-usw2-eks-01,worker,degraded,prod-usw2-eks,2026-06-23 11:59:48,"{""version"":""1.4.2"",""queue_depth"":2,""load"":0.75}",2026-05-29 06:58:24,2026-06-23 12:00:00
885,worker-dr-use1-eks-03,worker,degraded,dr-use1-eks,2026-06-23 11:51:55,"{""version"":""1.4.2"",""queue_depth"":24,""load"":0.28}",2026-06-06 21:54:49,2026-06-23 12:00:00
886,worker-staging-use2-eks-05,worker,degraded,staging-use2-eks,2026-06-23 11:53:10,"{""version"":""1.4.2"",""queue_depth"":2,""load"":0.72}",2026-06-15 00:24:16,2026-06-23 12:00:00
887,worker-dr-use1-eks-00,worker,degraded,dr-use1-eks,2026-06-23 11:56:02,"{""version"":""1.4.2"",""queue_depth"":2,""load"":0.91}",2026-05-31 20:12:59,2026-06-23 12:00:00
888,strategist-prod-usw2-eks-00,strategist,degraded,prod-usw2-eks,2026-06-23 11:59:56,"{""version"":""1.4.2"",""queue_depth"":12,""load"":0.32}",2026-06-20 18:57:14,2026-06-23 12:00:00
889,worker-prod-usw2-eks-00,worker,active,prod-usw2-eks,2026-06-23 11:59:48,"{""version"":""1.4.2"",""queue_depth"":47,""load"":0.16}",2026-06-12 08:52:13,2026-06-23 12:00:00
890,cluster_manager-staging-use2-eks-00,cluster_manager,active,staging-use2-eks,2026-06-23 11:54:33,"{""version"":""1.4.2"",""queue_depth"":50,""load"":0.38}",2026-06-14 15:52:10,2026-06-23 12:00:00
891,worker-prod-use2-eks-02,worker,degraded,prod-use2-eks,2026-06-23 11:51:57,"{""version"":""1.4.2"",""queue_depth"":29,""load"":0.92}",2026-05-25 11:51:49,2026-06-23 12:00:00
892,worker-prod-usw2-eks-00,worker,active,prod-usw2-eks,2026-06-23 11:51:20,"{""version"":""1.4.2"",""queue_depth"":46,""load"":0.43}",2026-06-03 11:50:57,2026-06-23 12:00:00
893,worker-dr-use1-eks-02,worker,degraded,dr-use1-eks,2026-06-23 11:57:57,"{""version"":""1.4.2"",""queue_depth"":48,""load"":0.67}",2026-06-14 05:32:23,2026-06-23 12:00:00
894,cluster_manager-prod-use2-eks-01,cluster_manager,idle,prod-use2-eks,2026-06-23 11:59:47,"{""version"":""1.4.2"",""queue_depth"":18,""load"":0.45}",2026-05-28 14:55:29,2026-06-23 12:00:00
895,worker-prod-use2-eks-04,worker,idle,prod-use2-eks,2026-06-23 11:53:30,"{""version"":""1.4.2"",""queue_depth"":20,""load"":0.42}",2026-05-29 19:30:50,2026-06-23 12:00:00
896,cluster_manager-dr-use1-eks-00,cluster_manager,active,dr-use1-eks,2026-06-23 11:52:11,"{""version"":""1.4.2"",""queue_depth"":30,""load"":0.9}",2026-05-29 15:59:44,2026-06-23 12:00:00
897,worker-prod-use2-eks-04,worker,active,prod-use2-eks,2026-06-23 11:53:57,"{""version"":""1.4.2"",""queue_depth"":41,""load"":0.22}",2026-06-07 07:16:10,2026-06-23 12:00:00
898,strategist-dr-use1-eks-00,strategist,degraded,dr-use1-eks,2026-06-23 11:58:04,"{""version"":""1.4.2"",""queue_depth"":4,""load"":0.67}",2026-06-18 20:59:25,2026-06-23 12:00:00
899,worker-prod-use2-eks-00,worker,degraded,prod-use2-eks,2026-06-23 11:55:15,"{""version"":""1.4.2"",""queue_depth"":11,""load"":0.42}",2026-06-07 06:27:36,2026-06-23 12:00:00
900,strategist-prod-use2-eks-00,strategist,active,prod-use2-eks,2026-06-23 11:53:27,"{""version"":""1.4.2"",""queue_depth"":30,""load"":0.42}",2026-05-26 19:44:57,2026-06-23 12:00:00
901,worker-prod-usw2-eks-03,worker,active,prod-usw2-eks,2026-06-23 11:56:39,"{""version"":""1.4.2"",""queue_depth"":38,""load"":0.34}",2026-06-05 07:21:13,2026-06-23 12:00:00
902,cluster_manager-prod-usw2-eks-00,cluster_manager,idle,prod-usw2-eks,2026-06-23 11:57:13,"{""version"":""1.4.2"",""queue_depth"":49,""load"":0.35}",2026-06-03 14:10:19,2026-06-23 12:00:00
903,worker-dr-use1-eks-00,worker,degraded,dr-use1-eks,2026-06-23 11:53:57,"{""version"":""1.4.2"",""queue_depth"":28,""load"":0.82}",2026-06-05 00:17:40,2026-06-23 12:00:00
904,cluster_manager-prod-use2-eks-00,cluster_manager,active,prod-use2-eks,2026-06-23 11:54:36,"{""version"":""1.4.2"",""queue_depth"":8,""load"":0.65}",2026-05-26 06:49:45,2026-06-23 12:00:00
905,worker-prod-usw2-eks-00,worker,active,prod-usw2-eks,2026-06-23 11:51:45,"{""version"":""1.4.2"",""queue_depth"":21,""load"":0.83}",2026-06-04 02:57:42,2026-06-23 12:00:00
906,strategist-prod-usw2-eks-00,strategist,degraded,prod-usw2-eks,2026-06-23 11:50:02,"{""version"":""1.4.2"",""queue_depth"":2,""load"":0.43}",2026-05-31 06:26:32,2026-06-23 12:00:00
907,strategist-prod-use2-eks-00,strategist,active,prod-use2-eks,2026-06-23 11:54:59,"{""version"":""1.4.2"",""queue_depth"":45,""load"":0.4}",2026-06-02 23:38:39,2026-06-23 12:00:00
908,worker-staging-use2-eks-01,worker,idle,staging-use2-eks,2026-06-23 11:51:49,"{""version"":""1.4.2"",""queue_depth"":32,""load"":0.39}",2026-06-03 20:54:20,2026-06-23 12:00:00
909,cluster_manager-staging-use2-eks-00,cluster_manager,idle,staging-use2-eks,2026-06-23 11:54:45,"{""version"":""1.4.2"",""queue_depth"":38,""load"":0.17}",2026-06-15 02:10:03,2026-06-23 12:00:00
910,worker-dr-use1-eks-05,worker,active,dr-use1-eks,2026-06-23 11:55:48,"{""version"":""1.4.2"",""queue_depth"":46,""load"":0.99}",2026-06-21 16:48:00,2026-06-23 12:00:00
911,cluster_manager-prod-use2-eks-00,cluster_manager,degraded,prod-use2-eks,2026-06-23 11:55:42,"{""version"":""1.4.2"",""queue_depth"":43,""load"":0.96}",2026-06-22 21:30:00,2026-06-23 12:00:00
912,worker-dr-use1-eks-00,worker,degraded,dr-use1-eks,2026-06-23 11:57:31,"{""version"":""1.4.2"",""queue_depth"":0,""load"":0.31}",2026-06-11 12:56:33,2026-06-23 12:00:00
913,cluster_manager-staging-use2-eks-00,cluster_manager,active,staging-use2-eks,2026-06-23 11:56:24,"{""version"":""1.4.2"",""queue_depth"":6,""load"":0.97}",2026-05-26 01:52:55,2026-06-23 12:00:00
914,worker-dr-use1-eks-05,worker,idle,dr-use1-eks,2026-06-23 11:50:22,"{""version"":""1.4.2"",""queue_depth"":39,""load"":0.18}",2026-06-13 23:22:24,2026-06-23 12:00:00
915,worker-prod-usw2-eks-00,worker,degraded,prod-usw2-eks,2026-06-23 11:59:41,"{""version"":""1.4.2"",""queue_depth"":43,""load"":0.8}",2026-05-29 02:27:47,2026-06-23 12:00:00
916,worker-staging-use2-eks-03,worker,active,staging-use2-eks,2026-06-23 11:56:01,"{""version"":""1.4.2"",""queue_depth"":23,""load"":0.68}",2026-06-11 13:29:20,2026-06-23 12:00:00
917,worker-prod-use2-eks-03,worker,idle,prod-use2-eks,2026-06-23 11:57:08,"{""version"":""1.4.2"",""queue_depth"":10,""load"":0.34}",2026-06-20 17:30:36,2026-06-23 12:00:00
918,worker-prod-use2-eks-01,worker,active,prod-use2-eks,2026-06-23 11:59:25,"{""version"":""1.4.2"",""queue_depth"":15,""load"":0.13}",2026-05-30 02:13:55,2026-06-23 12:00:00
919,worker-prod-usw2-eks-02,worker,active,prod-usw2-eks,2026-06-23 11:52:07,"{""version"":""1.4.2"",""queue_depth"":6,""load"":0.39}",2026-05-30 04:40:04,2026-06-23 12:00:00
920,cluster_manager-dr-use1-eks-01,cluster_manager,active,dr-use1-eks,2026-06-23 11:57:16,"{""version"":""1.4.2"",""queue_depth"":28,""load"":0.51}",2026-05-28 15:31:20,2026-06-23 12:00:00
921,worker-prod-use2-eks-05,worker,active,prod-use2-eks,2026-06-23 11:57:41,"{""version"":""1.4.2"",""queue_depth"":27,""load"":0.97}",2026-06-19 01:40:22,2026-06-23 12:00:00
922,strategist-staging-use2-eks-00,strategist,active,staging-use2-eks,2026-06-23 11:52:41,"{""version"":""1.4.2"",""queue_depth"":32,""load"":0.99}",2026-06-21 23:08:16,2026-06-23 12:00:00
923,worker-dr-use1-eks-01,worker,active,dr-use1-eks,2026-06-23 11:59:41,"{""version"":""1.4.2"",""queue_depth"":18,""load"":0.14}",2026-06-01 15:35:54,2026-06-23 12:00:00
924,worker-prod-use2-eks-02,worker,degraded,prod-use2-eks,2026-06-23 11:53:22,"{""version"":""1.4.2"",""queue_depth"":24,""load"":0.72}",2026-05-31 15:05:00,2026-06-23 12:00:00
925,strategist-staging-use2-eks-00,strategist,active,staging-use2-eks,2026-06-23 11:52:34,"{""version"":""1.4.2"",""queue_depth"":37,""load"":0.13}",2026-06-23 00:02:58,2026-06-23 12:00:00
926,worker-staging-use2-eks-05,worker,active,staging-use2-eks,2026-06-23 11:59:43,"{""version"":""1.4.2"",""queue_depth"":12,""load"":0.5}",2026-06-18 09:18:52,2026-06-23 12:00:00
927,strategist-staging-use2-eks-00,strategist,degraded,staging-use2-eks,2026-06-23 11:54:54,"{""version"":""1.4.2"",""queue_depth"":22,""load"":0.16}",2026-06-10 03:55:43,2026-06-23 12:00:00
928,worker-dr-use1-eks-03,worker,active,dr-use1-eks,2026-06-23 11:54:55,"{""version"":""1.4.2"",""queue_depth"":21,""load"":0.85}",2026-06-07 14:19:34,2026-06-23 12:00:00
929,worker-staging-use2-eks-01,worker,active,staging-use2-eks,2026-06-23 11:56:01,"{""version"":""1.4.2"",""queue_depth"":34,""load"":0.85}",2026-06-20 06:20:13,2026-06-23 12:00:00
930,worker-staging-use2-eks-05,worker,degraded,staging-use2-eks,2026-06-23 11:55:52,"{""version"":""1.4.2"",""queue_depth"":9,""load"":0.95}",2026-06-10 15:55:53,2026-06-23 12:00:00
931,cluster_manager-staging-use2-eks-01,cluster_manager,active,staging-use2-eks,2026-06-23 11:53:57,"{""version"":""1.4.2"",""queue_depth"":10,""load"":0.69}",2026-06-01 12:58:45,2026-06-23 12:00:00
932,cluster_manager-prod-use2-eks-01,cluster_manager,degraded,prod-use2-eks,2026-06-23 11:57:46,"{""version"":""1.4.2"",""queue_depth"":47,""load"":0.38}",2026-06-14 02:59:09,2026-06-23 12:00:00
933,worker-prod-use2-eks-00,worker,degraded,prod-use2-eks,2026-06-23 11:52:40,"{""version"":""1.4.2"",""queue_depth"":24,""load"":0.34}",2026-05-27 14:06:18,2026-06-23 12:00:00
934,cluster_manager-staging-use2-eks-00,cluster_manager,degraded,staging-use2-eks,2026-06-23 11:59:30,"{""version"":""1.4.2"",""queue_depth"":10,""load"":0.48}",2026-06-07 23:02:10,2026-06-23 12:00:00
935,worker-dr-use1-eks-01,worker,active,dr-use1-eks,2026-06-23 11:57:12,"{""version"":""1.4.2"",""queue_depth"":44,""load"":0.83}",2026-06-17 02:51:21,2026-06-23 12:00:00
936,worker-staging-use2-eks-01,worker,idle,staging-use2-eks,2026-06-23 11:56:05,"{""version"":""1.4.2"",""queue_depth"":2,""load"":0.07}",2026-06-22 11:56:41,2026-06-23 12:00:00
937,worker-prod-use2-eks-02,worker,active,prod-use2-eks,2026-06-23 11:53:49,"{""version"":""1.4.2"",""queue_depth"":10,""load"":0.18}",2026-06-08 20:13:34,2026-06-23 12:00:00
938,strategist-dr-use1-eks-00,strategist,idle,dr-use1-eks,2026-06-23 11:59:16,"{""version"":""1.4.2"",""queue_depth"":33,""load"":0.09}",2026-06-11 10:34:35,2026-06-23 12:00:00
939,strategist-dr-use1-eks-00,strategist,active,dr-use1-eks,2026-06-23 11:58:28,"{""version"":""1.4.2"",""queue_depth"":37,""load"":0.16}",2026-06-22 18:50:53,2026-06-23 12:00:00
940,worker-prod-use2-eks-05,worker,degraded,prod-use2-eks,2026-06-23 11:54:46,"{""version"":""1.4.2"",""queue_depth"":24,""load"":0.86}",2026-06-11 01:54:50,2026-06-23 12:00:00
941,worker-prod-use2-eks-01,worker,active,prod-use2-eks,2026-06-23 11:57:22,"{""version"":""1.4.2"",""queue_depth"":28,""load"":0.51}",2026-06-12 12:44:28,2026-06-23 12:00:00
942,cluster_manager-prod-use2-eks-01,cluster_manager,idle,prod-use2-eks,2026-06-23 11:50:41,"{""version"":""1.4.2"",""queue_depth"":20,""load"":0.4}",2026-06-08 22:57:09,2026-06-23 12:00:00
943,worker-staging-use2-eks-01,worker,idle,staging-use2-eks,2026-06-23 11:50:34,"{""version"":""1.4.2"",""queue_depth"":22,""load"":0.82}",2026-06-22 10:20:33,2026-06-23 12:00:00
944,worker-prod-use2-eks-00,worker,idle,prod-use2-eks,2026-06-23 11:57:21,"{""version"":""1.4.2"",""queue_depth"":47,""load"":0.56}",2026-06-08 10:10:05,2026-06-23 12:00:00
945,cluster_manager-prod-use2-eks-00,cluster_manager,idle,prod-use2-eks,2026-06-23 11:52:02,"{""version"":""1.4.2"",""queue_depth"":13,""load"":0.18}",2026-05-30 10:14:00,2026-06-23 12:00:00
946,worker-dr-use1-eks-01,worker,active,dr-use1-eks,2026-06-23 11:59:22,"{""version"":""1.4.2"",""queue_depth"":25,""load"":0.34}",2026-05-27 21:46:53,2026-06-23 12:00:00
947,worker-prod-usw2-eks-05,worker,idle,prod-usw2-eks,2026-06-23 11:56:02,"{""version"":""1.4.2"",""queue_depth"":14,""load"":0.84}",2026-06-12 04:28:14,2026-06-23 12:00:00
948,worker-staging-use2-eks-02,worker,active,staging-use2-eks,2026-06-23 11:57:24,"{""version"":""1.4.2"",""queue_depth"":28,""load"":0.53}",2026-05-27 07:41:10,2026-06-23 12:00:00
949,worker-prod-use2-eks-04,worker,degraded,prod-use2-eks,2026-06-23 11:54:57,"{""version"":""1.4.2"",""queue_depth"":32,""load"":0.51}",2026-06-12 20:22:22,2026-06-23 12:00:00
950,worker-staging-use2-eks-02,worker,active,staging-use2-eks,2026-06-23 11:55:59,"{""version"":""1.4.2"",""queue_depth"":46,""load"":0.52}",2026-05-26 04:59:42,2026-06-23 12:00:00
951,worker-dr-use1-eks-04,worker,active,dr-use1-eks,2026-06-23 11:55:09,"{""version"":""1.4.2"",""queue_depth"":43,""load"":0.83}",2026-06-06 01:14:48,2026-06-23 12:00:00
